train/actor_loss,time/episodes,train/n_updates,time/fps,time/total_timesteps,train/critic_loss,time/time_elapsed,rollout/ep_rew_mean,train/learning_rate,rollout/ep_len_mean
,5288,,26,507648,,19285,2546.3965,,96.0
-407.0381097793579,5292,508288,26,508416,2358.3239517211914,19314,2546.7905,0.0018832140971657787,96.0
,5296,,26,508416,,19314,2546.7905,,96.0
-408.435848236084,5300,509056,26,509184,2400.2688331604004,19343,2550.9265,0.0018832140971657787,96.0
,5304,,26,509184,,19343,2550.9265,,96.0
-412.849778175354,5308,509824,26,509952,2295.1254386901855,19372,2551.419,0.0018832140971657787,96.0
,5312,,26,509952,,19372,2551.419,,96.0
-415.0776252746582,5316,510592,26,510720,2347.30650138855,19401,2558.32,0.0018832140971657787,96.0
,5320,,26,510720,,19401,2558.32,,96.0
-413.7823610305786,5324,511360,26,511488,2377.3357315063477,19430,2562.8027,0.0018832140971657787,96.0
,5328,,26,511488,,19430,2562.8027,,96.0
-415.9889860153198,5332,512128,26,512256,2397.6436443328857,19459,2575.6846,0.0018832140971657787,96.0
,5336,,26,512256,,19459,2575.6846,,96.0
-413.6666021347046,5340,512896,26,513024,2309.484712600708,19488,2578.4983,0.0018832140971657787,96.0
,5344,,26,513024,,19488,2578.4983,,96.0
-419.0272216796875,5348,513664,26,513792,2366.9233531951904,19518,2579.0735,0.0018832140971657787,96.0
,5352,,26,513792,,19518,2579.0735,,96.0
-414.27930545806885,5356,514432,26,514560,2312.135507583618,19547,2577.8435,0.0018832140971657787,96.0
,5360,,26,514560,,19547,2577.8435,,96.0
-416.1892375946045,5364,515200,26,515328,2432.9016036987305,19576,2576.0098,0.0018832140971657787,96.0
,5368,,26,515328,,19576,2576.0098,,96.0
-411.8320550918579,5372,515968,26,516096,2289.8091106414795,19605,2570.196,0.0018832140971657787,96.0
,5376,,26,516096,,19605,2570.196,,96.0
-412.13147830963135,5380,516736,26,516864,2325.851531982422,19634,2572.1812,0.0018832140971657787,96.0
,5384,,26,516864,,19634,2572.1812,,96.0
-418.3598337173462,5388,517504,26,517632,2318.1240253448486,19663,2574.787,0.0018832140971657787,96.0
,5392,,26,517632,,19663,2574.787,,96.0
-416.77648735046387,5396,518272,26,518400,2321.8677196502686,19692,2587.3186,0.0018832140971657787,96.0
,5400,,26,518400,,19692,2587.3186,,96.0
-413.066349029541,5404,519040,26,519168,2299.1895809173584,19721,2589.6162,0.0018832140971657787,96.0
,5408,,26,519168,,19721,2589.6162,,96.0
-417.61065101623535,5412,519808,26,519936,2375.5165424346924,19751,2587.7158,0.0018832140971657787,96.0
,5416,,26,519936,,19751,2587.7158,,96.0
-412.90002632141113,5420,520576,26,520704,2340.048408508301,19781,2583.9104,0.0018832140971657787,96.0
,5424,,26,520704,,19781,2583.9104,,96.0
-420.15585803985596,5428,521344,26,521472,2327.4991607666016,19810,2588.3955,0.0018832140971657787,96.0
,5432,,26,521472,,19810,2588.3955,,96.0
-418.45923042297363,5436,522112,26,522240,2339.6977310180664,19839,2588.646,0.0018832140971657787,96.0
,5440,,26,522240,,19839,2588.646,,96.0
-416.00703144073486,5444,522880,26,523008,2309.1945991516113,19868,2595.7395,0.0018832140971657787,96.0
,5448,,26,523008,,19868,2595.7395,,96.0
-417.5789432525635,5452,523648,26,523776,2358.468137741089,19898,2596.4534,0.0018832140971657787,96.0
,5456,,26,523776,,19898,2596.4534,,96.0
-409.9417018890381,5460,524416,26,524544,2330.681516647339,19927,2595.7134,0.0018832140971657787,96.0
,5464,,26,524544,,19927,2595.7134,,96.0
-419.165265083313,5468,525184,26,525312,2355.197328567505,19956,2592.0046,0.0018832140971657787,96.0
,5472,,26,525312,,19956,2592.0046,,96.0
-419.82920837402344,5476,525952,26,526080,2417.7136306762695,19986,2591.7017,0.0018832140971657787,96.0
,5480,,26,526080,,19986,2591.7017,,96.0
-417.0388307571411,5484,526720,26,526848,2358.0633087158203,20015,2590.743,0.0018832140971657787,96.0
,5488,,26,526848,,20015,2590.743,,96.0
-412.4259271621704,5492,527488,26,527616,2432.3649616241455,20044,2585.9841,0.0018832140971657787,96.0
,5496,,26,527616,,20044,2585.9841,,96.0
-422.4059410095215,5500,528256,26,528384,2358.2331924438477,20073,2585.1526,0.0018832140971657787,96.0
,5504,,26,528384,,20073,2585.1526,,96.0
-422.470664024353,5508,529024,26,529152,2375.36647605896,20102,2583.5737,0.0018832140971657787,96.0
,5512,,26,529152,,20102,2583.5737,,96.0
-423.4716100692749,5516,529792,26,529920,2330.8774948120117,20131,2587.2273,0.0018832140971657787,96.0
,5520,,26,529920,,20131,2587.2273,,96.0
-420.7352600097656,5524,530560,26,530688,2456.0844078063965,20161,2575.9956,0.0018832140971657787,96.0
,5528,,26,530688,,20161,2575.9956,,96.0
-422.6350326538086,5532,531328,26,531456,2425.176488876343,20190,2579.0413,0.0018832140971657787,96.0
,5536,,26,531456,,20190,2579.0413,,96.0
-425.7950782775879,5540,532096,26,532224,2457.537139892578,20219,2577.5178,0.0018832140971657787,96.0
,5544,,26,532224,,20219,2577.5178,,96.0
-425.22872257232666,5548,532864,26,532992,2380.9780712127686,20248,2575.347,0.0018832140971657787,96.0
,5552,,26,532992,,20248,2575.347,,96.0
-423.57988929748535,5556,533632,26,533760,2323.588254928589,20277,2569.1726,0.0018832140971657787,96.0
,5560,,26,533760,,20277,2569.1726,,96.0
-424.2448539733887,5564,534400,26,534528,2402.480968475342,20306,2560.5032,0.0018832140971657787,96.0
,5568,,26,534528,,20306,2560.5032,,96.0
-418.9568338394165,5572,535168,26,535296,2400.060998916626,20335,2560.253,0.0018832140971657787,96.0
,5576,,26,535296,,20335,2560.253,,96.0
-427.5103406906128,5580,535936,26,536064,2341.67822265625,20364,2557.7554,0.0018832140971657787,96.0
,5584,,26,536064,,20364,2557.7554,,96.0
-428.0417776107788,5588,536704,26,536832,2395.275384902954,20393,2564.1765,0.0018832140971657787,96.0
,5592,,26,536832,,20393,2564.1765,,96.0
-424.1528091430664,5596,537472,26,537600,2389.86483001709,20422,2575.811,0.0018832140971657787,96.0
,5600,,26,537600,,20422,2575.811,,96.0
-422.2300682067871,5604,538240,26,538368,2417.3940563201904,20451,2577.7961,0.0018832140971657787,96.0
,5608,,26,538368,,20451,2577.7961,,96.0
-422.0214910507202,5612,539008,26,539136,2388.752429962158,20480,2578.6716,0.0018832140971657787,96.0
,5616,,26,539136,,20480,2578.6716,,96.0
-425.9184217453003,5620,539776,26,539904,2379.1462535858154,20510,2588.12,0.0018832140971657787,96.0
,5624,,26,539904,,20510,2588.12,,96.0
-426.3585624694824,5628,540544,26,540672,2386.8315925598145,20539,2595.275,0.0018832140971657787,96.0
,5632,,26,540672,,20539,2595.275,,96.0
-432.33470344543457,5636,541312,26,541440,2385.4552307128906,20568,2593.2812,0.0018832140971657787,96.0
,5640,,26,541440,,20568,2593.2812,,96.0
-424.72825622558594,5644,542080,26,542208,2372.651678085327,20596,2587.6895,0.0018832140971657787,96.0
,5648,,26,542208,,20596,2587.6895,,96.0
-426.57572174072266,5652,542848,26,542976,2337.7052898406982,20626,2593.1724,0.0018832140971657787,96.0
,5656,,26,542976,,20626,2593.1724,,96.0
-430.2698030471802,5660,543616,26,543744,2352.307409286499,20655,2600.2246,0.0018832140971657787,96.0
,5664,,26,543744,,20655,2600.2246,,96.0
-425.00284481048584,5668,544384,26,544512,2430.433675765991,20684,2608.7073,0.0018832140971657787,96.0
,5672,,26,544512,,20684,2608.7073,,96.0
-422.18560886383057,5676,545152,26,545280,2428.5234775543213,20713,2617.5356,0.0018832140971657787,96.0
,5680,,26,545280,,20713,2617.5356,,96.0
-425.6291255950928,5684,545920,26,546048,2402.6595497131348,20742,2608.8613,0.0018832140971657787,96.0
,5688,,26,546048,,20742,2608.8613,,96.0
-426.31031131744385,5692,546688,26,546816,2396.538278579712,20771,2583.4521,0.0018832140971657787,96.0
,5696,,26,546816,,20772,2583.4521,,96.0
-432.8483371734619,5700,547456,26,547584,2406.8494205474854,20801,2579.0188,0.0018832140971657787,96.0
,5704,,26,547584,,20801,2579.0188,,96.0
-427.6232795715332,5708,548224,26,548352,2387.2734909057617,20830,2578.194,0.0018832140971657787,96.0
,5712,,26,548352,,20830,2578.194,,96.0
-428.8001375198364,5716,548992,26,549120,2365.2895889282227,20859,2570.5847,0.0018832140971657787,96.0
,5720,,26,549120,,20859,2570.5847,,96.0
-429.2476930618286,5724,549760,26,549888,2394.185878753662,20888,2558.7646,0.0018832140971657787,96.0
,5728,,26,549888,,20888,2558.7646,,96.0
-429.5489559173584,5732,550528,26,550656,2371.664596557617,20917,2546.8574,0.0018832140971657787,96.0
,5736,,26,550656,,20917,2546.8574,,96.0
-427.1710252761841,5740,551296,26,551424,2432.927791595459,20946,2539.1257,0.0018832140971657787,96.0
,5744,,26,551424,,20946,2539.1257,,96.0
-430.95328998565674,5748,552064,26,552192,2374.6321907043457,20975,2536.2358,0.0018832140971657787,96.0
,5752,,26,552192,,20975,2536.2358,,96.0
-429.30223846435547,5756,552832,26,552960,2382.226345062256,21004,2539.1147,0.0018832140971657787,96.0
,5760,,26,552960,,21004,2539.1147,,96.0
-429.0494661331177,5764,553600,26,553728,2370.668876647949,21033,2536.7505,0.0018832140971657787,96.0
,5768,,26,553728,,21033,2536.7505,,96.0
-429.80254459381104,5772,554368,26,554496,2398.0152111053467,21062,2525.4993,0.0018832140971657787,96.0
,5776,,26,554496,,21062,2525.4993,,96.0
-427.6047525405884,5780,555136,26,555264,2431.455795288086,21091,2528.2102,0.0018832140971657787,96.0
,5784,,26,555264,,21091,2528.2102,,96.0
-432.3929214477539,5788,555904,26,556032,2413.221628189087,21120,2534.953,0.0018832140971657787,96.0
,5792,,26,556032,,21120,2534.953,,96.0
-432.2078380584717,5796,556672,26,556800,2389.1801319122314,21149,2545.9463,0.0018832140971657787,96.0
,5800,,26,556800,,21149,2545.9463,,96.0
-429.86173820495605,5804,557440,26,557568,2407.544422149658,21178,2543.2314,0.0018832140971657787,96.0
,5808,,26,557568,,21178,2543.2314,,96.0
-430.7360792160034,5812,558208,26,558336,2445.218921661377,21207,2542.9285,0.0018832140971657787,96.0
,5816,,26,558336,,21207,2542.9285,,96.0
-432.3613977432251,5820,558976,26,559104,2459.570411682129,21236,2547.8188,0.0018832140971657787,96.0
,5824,,26,559104,,21236,2547.8188,,96.0
-427.24744606018066,5828,559744,26,559872,2430.0473823547363,21266,2559.5154,0.0018832140971657787,96.0
,5832,,26,559872,,21266,2559.5154,,96.0
-430.273943901062,5836,560512,26,560640,2430.3888092041016,21295,2563.9104,0.0018832140971657787,96.0
,5840,,26,560640,,21295,2563.9104,,96.0
-429.99574851989746,5844,561280,26,561408,2415.4929752349854,21324,2574.6343,0.0018832140971657787,96.0
,5848,,26,561408,,21324,2574.6343,,96.0
-426.22743701934814,5852,562048,26,562176,2388.9086380004883,21353,2578.8472,0.0018832140971657787,96.0
,5856,,26,562176,,21353,2578.8472,,96.0
-431.3189287185669,5860,562816,26,562944,2363.4531269073486,21382,2582.2295,0.0018832140971657787,96.0
,5864,,26,562944,,21382,2582.2295,,96.0
-431.54626178741455,5868,563584,26,563712,2428.243444442749,21411,2582.0017,0.0018832140971657787,96.0
,5872,,26,563712,,21411,2582.0017,,96.0
-435.7771186828613,5876,564352,26,564480,2374.3358249664307,21440,2593.4758,0.0018832140971657787,96.0
,5880,,26,564480,,21440,2593.4758,,96.0
-428.5687379837036,5884,565120,26,565248,2418.5616664886475,21469,2596.1514,0.0018832140971657787,96.0
,5888,,26,565248,,21469,2596.1514,,96.0
-433.0742778778076,5892,565888,26,566016,2415.8498725891113,21498,2595.599,0.0018832140971657787,96.0
,5896,,26,566016,,21498,2595.599,,96.0
-429.6490001678467,5900,566656,26,566784,2394.943447113037,21527,2600.5046,0.0018832140971657787,96.0
,5904,,26,566784,,21527,2600.5046,,96.0
-432.7152042388916,5908,567424,26,567552,2351.959798812866,21556,2609.116,0.0018832140971657787,96.0
,5912,,26,567552,,21556,2609.116,,96.0
-433.15376472473145,5916,568192,26,568320,2392.8854541778564,21585,2611.6333,0.0018832140971657787,96.0
,5920,,26,568320,,21585,2611.6333,,96.0
-431.5036315917969,5924,568960,26,569088,2353.546579360962,21614,2604.3035,0.0018832140971657787,96.0
,5928,,26,569088,,21614,2604.3035,,96.0
-432.8449478149414,5932,569728,26,569856,2322.429491043091,21644,2606.0615,0.0018832140971657787,96.0
,5936,,26,569856,,21644,2606.0615,,96.0
-435.18083000183105,5940,570496,26,570624,2412.2373332977295,21673,2606.878,0.0018832140971657787,96.0
,5944,,26,570624,,21673,2606.878,,96.0
-431.6862516403198,5948,571264,26,571392,2374.1326274871826,21703,2600.7744,0.0018832140971657787,96.0
,5952,,26,571392,,21703,2600.7744,,96.0
-437.5407476425171,5956,572032,26,572160,2405.35294342041,21732,2601.196,0.0018832140971657787,96.0
,5960,,26,572160,,21732,2601.196,,96.0
-445.1429786682129,5964,572800,26,572928,2417.491186141968,21761,2606.975,0.0018832140971657787,96.0
,5968,,26,572928,,21761,2606.975,,96.0
-438.4423313140869,5972,573568,26,573696,2460.1792392730713,21790,2608.2651,0.0018832140971657787,96.0
,5976,,26,573696,,21790,2608.2651,,96.0
-432.78034496307373,5980,574336,26,574464,2420.306016921997,21819,2605.1672,0.0018832140971657787,96.0
,5984,,26,574464,,21819,2605.1672,,96.0
-436.538743019104,5988,575104,26,575232,2361.663948059082,21849,2616.18,0.0018832140971657787,96.0
,5992,,26,575232,,21849,2616.18,,96.0
-435.79667949676514,5996,575872,26,576000,2475.578357696533,21879,2617.6416,0.0018832140971657787,96.0
,6000,,26,576000,,21879,2617.6416,,96.0
-436.7405261993408,6004,576640,26,576768,2515.779983520508,21909,2613.524,0.0018832140971657787,96.0
,6008,,26,576768,,21909,2613.524,,96.0
-438.6602611541748,6012,577408,26,577536,2489.4330558776855,21938,2614.9885,0.0018832140971657787,96.0
,6016,,26,577536,,21938,2614.9885,,96.0
-436.9950227737427,6020,578176,26,578304,2461.8856620788574,21967,2610.637,0.0018832140971657787,96.0
,6024,,26,578304,,21967,2610.637,,96.0
-434.8375577926636,6028,578944,26,579072,2455.1826782226562,21996,2611.0596,0.0018832140971657787,96.0
,6032,,26,579072,,21996,2611.0596,,96.0
-437.35086154937744,6036,579712,26,579840,2433.279214859009,22026,2607.471,0.0018832140971657787,96.0
,6040,,26,579840,,22026,2607.471,,96.0
-441.4166736602783,6044,580480,26,580608,2423.496353149414,22056,2616.5884,0.0018832140971657787,96.0
,6048,,26,580608,,22056,2616.5884,,96.0
-440.34467792510986,6052,581248,26,581376,2460.5974979400635,22086,2624.219,0.0018832140971657787,96.0
,6056,,26,581376,,22086,2624.219,,96.0
-442.01702404022217,6060,582016,26,582144,2501.3505630493164,22116,2624.98,0.0018832140971657787,96.0
,6064,,26,582144,,22116,2624.98,,96.0
-439.4553108215332,6068,582784,26,582912,2478.510757446289,22145,2629.0154,0.0018832140971657787,96.0
,6072,,26,582912,,22145,2629.0154,,96.0
-440.60734462738037,6076,583552,26,583680,2512.703556060791,22174,2627.0012,0.0018832140971657787,96.0
,6080,,26,583680,,22174,2627.0012,,96.0
-439.4324827194214,6084,584320,26,584448,2488.3795261383057,22203,2624.5847,0.0018832140971657787,96.0
,6088,,26,584448,,22203,2624.5847,,96.0
-441.1171922683716,6092,585088,26,585216,2460.6733589172363,22232,2626.4685,0.0018832140971657787,96.0
,6096,,26,585216,,22232,2626.4685,,96.0
-441.77863121032715,6100,585856,26,585984,2405.1282997131348,22261,2627.1106,0.0018832140971657787,96.0
,6104,,26,585984,,22261,2627.1106,,96.0
-441.3388500213623,6108,586624,26,586752,2498.317371368408,22291,2631.0576,0.0018832140971657787,96.0
,6112,,26,586752,,22291,2631.0576,,96.0
-442.67247581481934,6116,587392,26,587520,2394.239543914795,22320,2631.5,0.0018832140971657787,96.0
,6120,,26,587520,,22320,2631.5,,96.0
-439.62288093566895,6124,588160,26,588288,2392.4557704925537,22350,2637.4155,0.0018832140971657787,96.0
,6128,,26,588288,,22350,2637.4155,,96.0
-439.215012550354,6132,588928,26,589056,2463.846336364746,22380,2650.5525,0.0018832140971657787,96.0
,6136,,26,589056,,22380,2650.5525,,96.0
-437.11387062072754,6140,589696,26,589824,2427.8999671936035,22409,2649.4424,0.0018832140971657787,96.0
,6144,,26,589824,,22409,2649.4424,,96.0
-442.7718744277954,6148,590464,26,590592,2482.5274620056152,22438,2643.9695,0.0018832140971657787,96.0
,6152,,26,590592,,22438,2643.9695,,96.0
-443.8426094055176,6156,591232,26,591360,2401.0058059692383,22467,2642.1753,0.0018832140971657787,96.0
,6160,,26,591360,,22467,2642.1753,,96.0
-442.53319931030273,6164,592000,26,592128,2452.232328414917,22496,2639.6606,0.0018832140971657787,96.0
,6168,,26,592128,,22496,2639.6606,,96.0
-441.78771781921387,6172,592768,26,592896,2388.5694332122803,22526,2638.4229,0.0018832140971657787,96.0
,6176,,26,592896,,22526,2638.4229,,96.0
-440.52928924560547,6180,593536,26,593664,2456.72664642334,22555,2639.8516,0.0018832140971657787,96.0
,6184,,26,593664,,22555,2639.8516,,96.0
-438.33820056915283,6188,594304,26,594432,2478.2086753845215,22584,2639.8904,0.0018832140971657787,96.0
,6192,,26,594432,,22584,2639.8904,,96.0
-439.72432136535645,6196,595072,26,595200,2409.817008972168,22613,2638.2385,0.0018832140971657787,96.0
,6200,,26,595200,,22613,2638.2385,,96.0
-436.3028497695923,6204,595840,26,595968,2448.2052631378174,22642,2636.999,0.0018832140971657787,96.0
,6208,,26,595968,,22642,2636.999,,96.0
-443.49702548980713,6212,596608,26,596736,2463.6448974609375,22671,2633.884,0.0018832140971657787,96.0
,6216,,26,596736,,22671,2633.884,,96.0
-436.7631244659424,6220,597376,26,597504,2400.4277954101562,22700,2639.1887,0.0018832140971657787,96.0
,6224,,26,597504,,22700,2639.1887,,96.0
-439.565616607666,6228,598144,26,598272,2517.674436569214,22729,2641.4873,0.0018832140971657787,96.0
,6232,,26,598272,,22729,2641.4873,,96.0
-444.1856155395508,6236,598912,26,599040,2491.355541229248,22758,2640.32,0.0018832140971657787,96.0
,6240,,26,599040,,22758,2640.32,,96.0
-439.4755516052246,6244,599680,26,599808,2397.6444931030273,22787,2640.9937,0.0018832140971657787,96.0
,6248,,26,599808,,22787,2640.9937,,96.0
-436.0237627029419,6252,600448,26,600576,2384.8367023468018,22816,2645.9856,0.0018832140971657787,96.0
,6256,,26,600576,,22816,2645.9856,,96.0
-439.73950958251953,6260,601216,26,601344,2392.959671020508,22846,2654.1963,0.0018832140971657787,96.0
,6264,,26,601344,,22846,2654.1963,,96.0
-442.8738374710083,6268,601984,26,602112,2447.202682495117,22875,2656.3608,0.0018832140971657787,96.0
,6272,,26,602112,,22875,2656.3608,,96.0
-442.70519638061523,6276,602752,26,602880,2433.006872177124,22905,2656.8,0.0018832140971657787,96.0
,6280,,26,602880,,22905,2656.8,,96.0
-442.3012342453003,6284,603520,26,603648,2504.7214393615723,22935,2662.4707,0.0018832140971657787,96.0
,6288,,26,603648,,22935,2662.4707,,96.0
-443.3060493469238,6292,604288,26,604416,2555.304027557373,22965,2662.3,0.0018832140971657787,96.0
,6296,,26,604416,,22965,2662.3,,96.0
-439.3445987701416,6300,605056,26,605184,2482.967742919922,22994,2667.4211,0.0018832140971657787,96.0
,6304,,26,605184,,22994,2667.4211,,96.0
-447.22429752349854,6308,605824,26,605952,2405.231828689575,23024,2673.0781,0.0018832140971657787,96.0
,6312,,26,605952,,23024,2673.0781,,96.0
-441.8229122161865,6316,606592,26,606720,2470.3990650177,23053,2672.4307,0.0018832140971657787,96.0
,6320,,26,606720,,23053,2672.4307,,96.0
-441.4132995605469,6324,607360,26,607488,2461.904420852661,23082,2672.1548,0.0018832140971657787,96.0
,6328,,26,607488,,23082,2672.1548,,96.0
-447.3133363723755,6332,608128,26,608256,2483.077178955078,23111,2675.098,0.0018832140971657787,96.0
,6336,,26,608256,,23111,2675.098,,96.0
-450.3487854003906,6340,608896,26,609024,2405.4632110595703,23140,2669.157,0.0018832140971657787,96.0
,6344,,26,609024,,23140,2669.157,,96.0
-445.88779067993164,6348,609664,26,609792,2498.520528793335,23169,2668.636,0.0018832140971657787,96.0
,6352,,26,609792,,23169,2668.636,,96.0
-445.95924854278564,6356,610432,26,610560,2377.462017059326,23198,2667.8335,0.0018832140971657787,96.0
,6360,,26,610560,,23198,2667.8335,,96.0
-445.5912094116211,6364,611200,26,611328,2484.6870098114014,23227,2660.6013,0.0018832140971657787,96.0
,6368,,26,611328,,23227,2660.6013,,96.0
-439.928334236145,6372,611968,26,612096,2416.9718017578125,23256,2662.449,0.0018832140971657787,96.0
,6376,,26,612096,,23256,2662.449,,96.0
-444.9245414733887,6380,612736,26,612864,2395.308322906494,23285,2660.7793,0.0018832140971657787,96.0
,6384,,26,612864,,23285,2660.7793,,96.0
-445.2644863128662,6388,613504,26,613632,2470.559488296509,23314,2652.2444,0.0018832140971657787,96.0
,6392,,26,613632,,23314,2652.2444,,96.0
-453.160532951355,6396,614272,26,614400,2412.062732696533,23343,2649.5903,0.0018832140971657787,96.0
,6400,,26,614400,,23343,2649.5903,,96.0
-448.7498788833618,6404,615040,26,615168,2450.9480381011963,23372,2643.5894,0.0018832140971657787,96.0
,6408,,26,615168,,23372,2643.5894,,96.0
-449.56025218963623,6412,615808,26,615936,2481.6329975128174,23401,2644.6934,0.0018832140971657787,96.0
,6416,,26,615936,,23401,2644.6934,,96.0
-452.2769899368286,6420,616576,26,616704,2469.466428756714,23430,2644.435,0.0018832140971657787,96.0
,6424,,26,616704,,23430,2644.435,,96.0
-453.1290445327759,6428,617344,26,617472,2449.321876525879,23459,2645.8389,0.0018832140971657787,96.0
,6432,,26,617472,,23459,2645.8389,,96.0
-448.25447368621826,6436,618112,26,618240,2484.3063678741455,23488,2644.1553,0.0018832140971657787,96.0
,6440,,26,618240,,23488,2644.1553,,96.0
-448.73461151123047,6444,618880,26,619008,2462.174642562866,23517,2646.3367,0.0018832140971657787,96.0
,6448,,26,619008,,23517,2646.3367,,96.0
-447.275860786438,6452,619648,26,619776,2414.6597118377686,23546,2644.7256,0.0018832140971657787,96.0
,6456,,26,619776,,23546,2644.7256,,96.0
-449.23410415649414,6460,620416,26,620544,2505.4579753875732,23575,2643.8071,0.0018832140971657787,96.0
,6464,,26,620544,,23575,2643.8071,,96.0
-451.1743354797363,6468,621184,26,621312,2549.6047554016113,23604,2643.535,0.0018832140971657787,96.0
,6472,,26,621312,,23604,2643.535,,96.0
-448.8023672103882,6476,621952,26,622080,2441.5715255737305,23633,2646.2068,0.0018832140971657787,96.0
,6480,,26,622080,,23633,2646.2068,,96.0
-448.1286106109619,6484,622720,26,622848,2409.0146102905273,23662,2645.8457,0.0018832140971657787,96.0
,6488,,26,622848,,23662,2645.8457,,96.0
-447.4482412338257,6492,623488,26,623616,2506.5004959106445,23691,2645.2056,0.0018832140971657787,96.0
,6496,,26,623616,,23691,2645.2056,,96.0
-452.69713497161865,6500,624256,26,624384,2530.0378456115723,23720,2652.366,0.0018832140971657787,96.0
,6504,,26,624384,,23720,2652.366,,96.0
-453.1881990432739,6508,625024,26,625152,2429.5490951538086,23750,2654.205,0.0018832140971657787,96.0
,6512,,26,625152,,23750,2654.205,,96.0
-451.5463762283325,6516,625792,26,625920,2508.084442138672,23779,2652.4722,0.0018832140971657787,96.0
,6520,,26,625920,,23779,2652.4722,,96.0
-449.1702833175659,6524,626560,26,626688,2468.967872619629,23808,2654.956,0.0018832140971657787,96.0
,6528,,26,626688,,23808,2654.956,,96.0
-450.20005893707275,6532,627328,26,627456,2509.1829509735107,23837,2654.9172,0.0018832140971657787,96.0
,6536,,26,627456,,23837,2654.9172,,96.0
-452.2663698196411,6540,628096,26,628224,2536.899971008301,23867,2655.786,0.0018832140971657787,96.0
,6544,,26,628224,,23867,2655.786,,96.0
-449.21955585479736,6548,628864,26,628992,2505.998071670532,23896,2652.4094,0.0018832140971657787,96.0
,6552,,26,628992,,23896,2652.4094,,96.0
-451.89462184906006,6556,629632,26,629760,2468.284641265869,23925,2653.6912,0.0018832140971657787,96.0
,6560,,26,629760,,23925,2653.6912,,96.0
-447.37630558013916,6564,630400,26,630528,2406.1723403930664,23954,2655.5002,0.0018832140971657787,96.0
,6568,,26,630528,,23954,2655.5002,,96.0
-452.3321485519409,6572,631168,26,631296,2502.4446449279785,23983,2658.875,0.0018832140971657787,96.0
,6576,,26,631296,,23983,2658.875,,96.0
-452.3579273223877,6580,631936,26,632064,2476.0418224334717,24012,2665.2346,0.0018832140971657787,96.0
,6584,,26,632064,,24012,2665.2346,,96.0
-453.4996500015259,6588,632704,26,632832,2505.353956222534,24041,2671.5518,0.0018832140971657787,96.0
,6592,,26,632832,,24041,2671.5518,,96.0
-462.8974208831787,6596,633472,26,633600,2494.1775093078613,24070,2669.8215,0.0018832140971657787,96.0
,6600,,26,633600,,24070,2669.8215,,96.0
-452.71069526672363,6604,634240,26,634368,2531.00795173645,24099,2663.2314,0.0018832140971657787,96.0
,6608,,26,634368,,24099,2663.2314,,96.0
-452.86539936065674,6612,635008,26,635136,2449.1454544067383,24128,2658.6392,0.0018832140971657787,96.0
,6616,,26,635136,,24128,2658.6392,,96.0
-456.93961906433105,6620,635776,26,635904,2497.265998840332,24157,2656.069,0.0018832140971657787,96.0
,6624,,26,635904,,24157,2656.069,,96.0
-461.0599603652954,6628,636544,26,636672,2545.505235671997,24186,2658.8909,0.0018832140971657787,96.0
,6632,,26,636672,,24186,2658.8909,,96.0
-452.25615215301514,6636,637312,26,637440,2527.4258766174316,24215,2656.7034,0.0018832140971657787,96.0
,6640,,26,637440,,24215,2656.7034,,96.0
-457.3973169326782,6644,638080,26,638208,2542.4424171447754,24245,2666.6594,0.0018832140971657787,96.0
,6648,,26,638208,,24245,2666.6594,,96.0
-457.2458143234253,6652,638848,26,638976,2584.8263053894043,24275,2666.8474,0.0018832140971657787,96.0
,6656,,26,638976,,24275,2666.8474,,96.0
-456.75093269348145,6660,639616,26,639744,2591.7169227600098,24305,2665.4524,0.0018832140971657787,96.0
,6664,,26,639744,,24305,2665.4524,,96.0
-459.92458057403564,6668,640384,26,640512,2551.8365421295166,24335,2663.0784,0.0018832140971657787,96.0
,6672,,26,640512,,24335,2663.0784,,96.0
-454.720121383667,6676,641152,26,641280,2443.1777534484863,24364,2651.8743,0.0018832140971657787,96.0
,6680,,26,641280,,24364,2651.8743,,96.0
-451.78167724609375,6684,641920,26,642048,2549.545394897461,24394,2647.7913,0.0018832140971657787,96.0
,6688,,26,642048,,24394,2647.7913,,96.0
-451.3127222061157,6692,642688,26,642816,2473.9680576324463,24423,2647.3374,0.0018832140971657787,96.0
,6696,,26,642816,,24423,2647.3374,,96.0
-451.55753803253174,6700,643456,26,643584,2543.386974334717,24452,2654.718,0.0018832140971657787,96.0
,6704,,26,643584,,24452,2654.718,,96.0
-458.1392240524292,6708,644224,26,644352,2531.3074645996094,24481,2654.6572,0.0018832140971657787,96.0
,6712,,26,644352,,24481,2654.6572,,96.0
-453.3466730117798,6716,644992,26,645120,2522.6883697509766,24511,2653.1497,0.0018832140971657787,96.0
,6720,,26,645120,,24511,2653.1497,,96.0
-457.2904224395752,6724,645760,26,645888,2545.077121734619,24540,2645.411,0.0018832140971657787,96.0
,6728,,26,645888,,24540,2645.411,,96.0
-456.24820137023926,6732,646528,26,646656,2459.0027751922607,24569,2644.095,0.0018832140971657787,96.0
,6736,,26,646656,,24569,2644.095,,96.0
-461.9650659561157,6740,647296,26,647424,2597.7397174835205,24598,2634.8438,0.0018832140971657787,96.0
,6744,,26,647424,,24598,2634.8438,,96.0
-456.6075773239136,6748,648064,26,648192,2518.0162963867188,24627,2632.1885,0.0018832140971657787,96.0
