train/actor_loss,time/episodes,train/n_updates,time/fps,time/total_timesteps,train/critic_loss,time/time_elapsed,rollout/ep_rew_mean,train/learning_rate,rollout/ep_len_mean
,2656,,26,254976,,9678,2437.0813,,96.0
-291.0711669921875,2660,255616,26,255744,1839.4504013061523,9708,2441.0718,0.0018832140971657787,96.0
,2664,,26,255744,,9708,2441.0718,,96.0
-288.87812519073486,2668,256384,26,256512,1872.151165008545,9736,2446.3364,0.0018832140971657787,96.0
,2672,,26,256512,,9736,2446.3364,,96.0
-290.83910846710205,2676,257152,26,257280,1867.4342021942139,9765,2456.8218,0.0018832140971657787,96.0
,2680,,26,257280,,9765,2456.8218,,96.0
-288.89413928985596,2684,257920,26,258048,1858.0501976013184,9795,2460.1904,0.0018832140971657787,96.0
,2688,,26,258048,,9795,2460.1904,,96.0
-291.83914947509766,2692,258688,26,258816,1844.443208694458,9823,2463.4702,0.0018832140971657787,96.0
,2696,,26,258816,,9823,2463.4702,,96.0
-293.16326427459717,2700,259456,26,259584,1863.0222568511963,9852,2473.699,0.0018832140971657787,96.0
,2704,,26,259584,,9852,2473.699,,96.0
-291.72497844696045,2708,260224,26,260352,1838.1060409545898,9881,2474.29,0.0018832140971657787,96.0
,2712,,26,260352,,9881,2474.29,,96.0
-285.18596363067627,2716,260992,26,261120,1871.946424484253,9910,2480.0762,0.0018832140971657787,96.0
,2720,,26,261120,,9910,2480.0762,,96.0
-289.83053493499756,2724,261760,26,261888,1833.3113441467285,9939,2475.7502,0.0018832140971657787,96.0
,2728,,26,261888,,9939,2475.7502,,96.0
-291.3622045516968,2732,262528,26,262656,1840.228277206421,9968,2478.7053,0.0018832140971657787,96.0
,2736,,26,262656,,9968,2478.7053,,96.0
-295.69733715057373,2740,263296,26,263424,1868.5038833618164,9998,2491.2678,0.0018832140971657787,96.0
,2744,,26,263424,,9998,2491.2678,,96.0
-300.3364324569702,2748,264064,26,264192,1916.0130157470703,10027,2492.886,0.0018832140971657787,96.0
,2752,,26,264192,,10027,2492.886,,96.0
-301.54042053222656,2756,264832,26,264960,1864.635913848877,10056,2495.373,0.0018832140971657787,96.0
,2760,,26,264960,,10056,2495.373,,96.0
-300.24744415283203,2764,265600,26,265728,1904.1588401794434,10086,2502.889,0.0018832140971657787,96.0
,2768,,26,265728,,10086,2502.889,,96.0
-301.2365016937256,2772,266368,26,266496,1926.9125862121582,10116,2504.6604,0.0018832140971657787,96.0
,2776,,26,266496,,10116,2504.6604,,96.0
-304.37750816345215,2780,267136,26,267264,1891.8721752166748,10145,2499.1978,0.0018832140971657787,96.0
,2784,,26,267264,,10145,2499.1978,,96.0
-302.8717279434204,2788,267904,26,268032,1889.911626815796,10174,2505.0322,0.0018832140971657787,96.0
,2792,,26,268032,,10174,2505.0322,,96.0
-307.56927013397217,2796,268672,26,268800,1912.1766109466553,10203,2507.941,0.0018832140971657787,96.0
,2800,,26,268800,,10203,2507.941,,96.0
-306.6117219924927,2804,269440,26,269568,1880.330093383789,10232,2501.9517,0.0018832140971657787,96.0
,2808,,26,269568,,10232,2501.9517,,96.0
-309.78412914276123,2812,270208,26,270336,1918.6786994934082,10261,2510.0605,0.0018832140971657787,96.0
,2816,,26,270336,,10261,2510.0605,,96.0
-312.4973154067993,2820,270976,26,271104,1959.587760925293,10290,2509.8704,0.0018832140971657787,96.0
,2824,,26,271104,,10290,2509.8704,,96.0
-308.29478645324707,2828,271744,26,271872,1881.9507312774658,10319,2511.7107,0.0018832140971657787,96.0
,2832,,26,271872,,10319,2511.7107,,96.0
-310.0321683883667,2836,272512,26,272640,1906.232536315918,10348,2514.5679,0.0018832140971657787,96.0
,2840,,26,272640,,10348,2514.5679,,96.0
-310.1202735900879,2844,273280,26,273408,1938.398021697998,10377,2510.148,0.0018832140971657787,96.0
,2848,,26,273408,,10377,2510.148,,96.0
-315.4699468612671,2852,274048,26,274176,1963.7942504882812,10407,2523.6682,0.0018832140971657787,96.0
,2856,,26,274176,,10407,2523.6682,,96.0
-312.5375986099243,2860,274816,26,274944,1936.1093521118164,10436,2527.6338,0.0018832140971657787,96.0
,2864,,26,274944,,10436,2527.6338,,96.0
-307.4637336730957,2868,275584,26,275712,1935.7793807983398,10465,2532.3076,0.0018832140971657787,96.0
,2872,,26,275712,,10465,2532.3076,,96.0
-313.4085111618042,2876,276352,26,276480,1927.6875228881836,10494,2542.9404,0.0018832140971657787,96.0
,2880,,26,276480,,10494,2542.9404,,96.0
-317.7676601409912,2884,277120,26,277248,1992.8160705566406,10523,2550.3289,0.0018832140971657787,96.0
,2888,,26,277248,,10523,2550.3289,,96.0
-315.01331424713135,2892,277888,26,278016,1957.5013790130615,10552,2562.7158,0.0018832140971657787,96.0
,2896,,26,278016,,10552,2562.7158,,96.0
-315.18449306488037,2900,278656,26,278784,2002.3821411132812,10582,2571.5896,0.0018832140971657787,96.0
,2904,,26,278784,,10582,2571.5896,,96.0
-316.06643199920654,2908,279424,26,279552,1992.9297771453857,10611,2575.2742,0.0018832140971657787,96.0
,2912,,26,279552,,10611,2575.2742,,96.0
-319.98698806762695,2916,280192,26,280320,1969.511251449585,10640,2572.9976,0.0018832140971657787,96.0
,2920,,26,280320,,10640,2572.9976,,96.0
-320.2218885421753,2924,280960,26,281088,1950.3342380523682,10669,2577.9443,0.0018832140971657787,96.0
,2928,,26,281088,,10669,2577.9443,,96.0
-312.61703872680664,2932,281728,26,281856,1967.8206005096436,10698,2575.7,0.0018832140971657787,96.0
,2936,,26,281856,,10698,2575.7,,96.0
-317.7255439758301,2940,282496,26,282624,1950.1133632659912,10727,2582.627,0.0018832140971657787,96.0
,2944,,26,282624,,10727,2582.627,,96.0
-317.7134065628052,2948,283264,26,283392,1978.0422763824463,10756,2582.3062,0.0018832140971657787,96.0
,2952,,26,283392,,10756,2582.3062,,96.0
-313.936110496521,2956,284032,26,284160,1947.118013381958,10784,2579.911,0.0018832140971657787,96.0
,2960,,26,284160,,10784,2579.911,,96.0
-314.08762550354004,2964,284800,26,284928,1951.0260028839111,10813,2575.4194,0.0018832140971657787,96.0
,2968,,26,284928,,10813,2575.4194,,96.0
-319.71398162841797,2972,285568,26,285696,1964.757074356079,10842,2576.1907,0.0018832140971657787,96.0
,2976,,26,285696,,10842,2576.1907,,96.0
-319.1706666946411,2980,286336,26,286464,2016.1858978271484,10871,2574.7417,0.0018832140971657787,96.0
,2984,,26,286464,,10871,2574.7417,,96.0
-322.51319122314453,2988,287104,26,287232,1970.859073638916,10900,2568.0425,0.0018832140971657787,96.0
,2992,,26,287232,,10900,2568.0425,,96.0
-322.64886569976807,2996,287872,26,288000,2006.6315822601318,10929,2563.172,0.0018832140971657787,96.0
,3000,,26,288000,,10929,2563.172,,96.0
-320.01373958587646,3004,288640,26,288768,1975.2263088226318,10958,2570.0159,0.0018832140971657787,96.0
,3008,,26,288768,,10958,2570.0159,,96.0
-319.67199897766113,3012,289408,26,289536,1966.9988021850586,10987,2572.8787,0.0018832140971657787,96.0
,3016,,26,289536,,10987,2572.8787,,96.0
-322.7208309173584,3020,290176,26,290304,1984.0820693969727,11016,2586.6917,0.0018832140971657787,96.0
,3024,,26,290304,,11016,2586.6917,,96.0
-324.2354564666748,3028,290944,26,291072,2026.623987197876,11045,2585.5544,0.0018832140971657787,96.0
,3032,,26,291072,,11045,2585.5544,,96.0
-328.32656383514404,3036,291712,26,291840,2034.1536235809326,11074,2588.7263,0.0018832140971657787,96.0
,3040,,26,291840,,11074,2588.7263,,96.0
-333.5908966064453,3044,292480,26,292608,2072.1781730651855,11102,2582.5608,0.0018832140971657787,96.0
,3048,,26,292608,,11102,2582.5608,,96.0
-324.89700508117676,3052,293248,26,293376,2050.077531814575,11131,2584.9226,0.0018832140971657787,96.0
,3056,,26,293376,,11131,2584.9226,,96.0
-325.4299144744873,3060,294016,26,294144,2084.228567123413,11160,2586.915,0.0018832140971657787,96.0
,3064,,26,294144,,11160,2586.915,,96.0
-328.5222520828247,3068,294784,26,294912,2022.4276657104492,11190,2585.2312,0.0018832140971657787,96.0
,3072,,26,294912,,11190,2585.2312,,96.0
-329.6842088699341,3076,295552,26,295680,2056.8867378234863,11218,2581.9954,0.0018832140971657787,96.0
,3080,,26,295680,,11218,2581.9954,,96.0
-326.7942638397217,3084,296320,26,296448,2050.4248447418213,11247,2584.3804,0.0018832140971657787,96.0
,3088,,26,296448,,11247,2584.3804,,96.0
-328.2079620361328,3092,297088,26,297216,2003.534496307373,11276,2583.753,0.0018832140971657787,96.0
,3096,,26,297216,,11276,2583.753,,96.0
-332.67899894714355,3100,297856,26,297984,2037.8119678497314,11305,2587.8774,0.0018832140971657787,96.0
,3104,,26,297984,,11305,2587.8774,,96.0
-330.2006711959839,3108,298624,26,298752,2033.6885509490967,11334,2580.1018,0.0018832140971657787,96.0
,3112,,26,298752,,11334,2580.1018,,96.0
-329.57515144348145,3116,299392,26,299520,2062.3983974456787,11363,2570.5774,0.0018832140971657787,96.0
,3120,,26,299520,,11363,2570.5774,,96.0
-328.3162431716919,3124,300160,26,300288,2066.4240169525146,11392,2565.341,0.0018832140971657787,96.0
,3128,,26,300288,,11392,2565.341,,96.0
-326.32170581817627,3132,300928,26,301056,2072.3493213653564,11421,2563.1418,0.0018832140971657787,96.0
,3136,,26,301056,,11421,2563.1418,,96.0
-330.12248611450195,3140,301696,26,301824,2062.898914337158,11450,2556.225,0.0018832140971657787,96.0
,3144,,26,301824,,11450,2556.225,,96.0
-328.1179141998291,3148,302464,26,302592,2049.469741821289,11479,2559.8328,0.0018832140971657787,96.0
,3152,,26,302592,,11479,2559.8328,,96.0
-329.98309326171875,3156,303232,26,303360,2063.457691192627,11508,2557.758,0.0018832140971657787,96.0
,3160,,26,303360,,11508,2557.758,,96.0
-331.2939920425415,3164,304000,26,304128,2085.863012313843,11537,2553.0935,0.0018832140971657787,96.0
,3168,,26,304128,,11537,2553.0935,,96.0
-330.9176664352417,3172,304768,26,304896,2046.3030452728271,11566,2557.355,0.0018832140971657787,96.0
,3176,,26,304896,,11566,2557.355,,96.0
-333.39673709869385,3180,305536,26,305664,2020.3579635620117,11595,2558.7886,0.0018832140971657787,96.0
,3184,,26,305664,,11595,2558.7886,,96.0
-328.66697120666504,3188,306304,26,306432,2067.7397022247314,11624,2558.6045,0.0018832140971657787,96.0
,3192,,26,306432,,11624,2558.6045,,96.0
-331.1176071166992,3196,307072,26,307200,2035.5411529541016,11653,2561.7573,0.0018832140971657787,96.0
,3200,,26,307200,,11653,2561.7573,,96.0
-328.15913581848145,3204,307840,26,307968,2059.04363822937,11682,2563.1025,0.0018832140971657787,96.0
,3208,,26,307968,,11682,2563.1025,,96.0
-333.20301818847656,3212,308608,26,308736,2047.435691833496,11711,2568.997,0.0018832140971657787,96.0
,3216,,26,308736,,11711,2568.997,,96.0
-339.7085838317871,3220,309376,26,309504,2058.044439315796,11740,2571.8699,0.0018832140971657787,96.0
,3224,,26,309504,,11740,2571.8699,,96.0
-336.6806697845459,3228,310144,26,310272,2068.9087295532227,11769,2576.9783,0.0018832140971657787,96.0
,3232,,26,310272,,11769,2576.9783,,96.0
-339.632043838501,3236,310912,26,311040,2031.998212814331,11798,2580.7964,0.0018832140971657787,96.0
,3240,,26,311040,,11798,2580.7964,,96.0
-336.9618225097656,3244,311680,26,311808,2086.0252780914307,11827,2583.094,0.0018832140971657787,96.0
,3248,,26,311808,,11827,2583.094,,96.0
-338.6541624069214,3252,312448,26,312576,2085.5727519989014,11855,2572.0366,0.0018832140971657787,96.0
,3256,,26,312576,,11855,2572.0366,,96.0
-341.47373962402344,3260,313216,26,313344,2096.5380516052246,11884,2566.128,0.0018832140971657787,96.0
,3264,,26,313344,,11884,2566.128,,96.0
-338.2644262313843,3268,313984,26,314112,2076.042938232422,11913,2553.711,0.0018832140971657787,96.0
,3272,,26,314112,,11913,2553.711,,96.0
-337.5359401702881,3276,314752,26,314880,2120.399486541748,11943,2537.4568,0.0018832140971657787,96.0
,3280,,26,314880,,11943,2537.4568,,96.0
-340.16841983795166,3284,315520,26,315648,2106.3749446868896,11972,2532.2085,0.0018832140971657787,96.0
,3288,,26,315648,,11972,2532.2085,,96.0
-341.40339756011963,3292,316288,26,316416,2124.3932304382324,12001,2520.7878,0.0018832140971657787,96.0
,3296,,26,316416,,12001,2520.7878,,96.0
-335.1371612548828,3300,317056,26,317184,2074.963924407959,12030,2495.5615,0.0018832140971657787,96.0
,3304,,26,317184,,12030,2495.5615,,96.0
-336.48713779449463,3308,317824,26,317952,2060.324697494507,12060,2494.2842,0.0018832140971657787,96.0
,3312,,26,317952,,12060,2494.2842,,96.0
-336.93757915496826,3316,318592,26,318720,2054.8249740600586,12089,2485.495,0.0018832140971657787,96.0
,3320,,26,318720,,12089,2485.495,,96.0
-338.87800788879395,3324,319360,26,319488,2085.3334941864014,12118,2477.0896,0.0018832140971657787,96.0
,3328,,26,319488,,12118,2477.0896,,96.0
-337.8120183944702,3332,320128,26,320256,2057.362630844116,12148,2483.0303,0.0018832140971657787,96.0
,3336,,26,320256,,12148,2483.0303,,96.0
-340.98176670074463,3340,320896,26,321024,2034.7647514343262,12177,2467.0422,0.0018832140971657787,96.0
,3344,,26,321024,,12177,2467.0422,,96.0
-338.77722549438477,3348,321664,26,321792,2037.946216583252,12207,2461.9011,0.0018832140971657787,96.0
,3352,,26,321792,,12207,2461.9011,,96.0
-339.9421548843384,3356,322432,26,322560,2065.628168106079,12236,2457.398,0.0018832140971657787,96.0
,3360,,26,322560,,12236,2457.398,,96.0
-339.75204849243164,3364,323200,26,323328,2037.1077499389648,12265,2469.607,0.0018832140971657787,96.0
,3368,,26,323328,,12265,2469.607,,96.0
-338.5660820007324,3372,323968,26,324096,2090.6309700012207,12295,2480.5693,0.0018832140971657787,96.0
,3376,,26,324096,,12295,2480.5693,,96.0
-340.67810344696045,3380,324736,26,324864,2021.1818351745605,12324,2480.9575,0.0018832140971657787,96.0
,3384,,26,324864,,12324,2480.9575,,96.0
-343.0938959121704,3388,325504,26,325632,2075.0281105041504,12353,2489.7212,0.0018832140971657787,96.0
,3392,,26,325632,,12353,2489.7212,,96.0
-342.5254383087158,3396,326272,26,326400,2051.981819152832,12382,2502.9111,0.0018832140971657787,96.0
,3400,,26,326400,,12382,2502.9111,,96.0
-341.1935176849365,3404,327040,26,327168,2075.5841064453125,12411,2508.7974,0.0018832140971657787,96.0
,3408,,26,327168,,12411,2508.7974,,96.0
-342.3966474533081,3412,327808,26,327936,2089.2830352783203,12440,2511.1318,0.0018832140971657787,96.0
,3416,,26,327936,,12440,2511.1318,,96.0
-342.76014137268066,3420,328576,26,328704,2058.687707901001,12469,2509.6194,0.0018832140971657787,96.0
,3424,,26,328704,,12469,2509.6194,,96.0
-341.8651933670044,3428,329344,26,329472,2063.44783782959,12498,2506.617,0.0018832140971657787,96.0
,3432,,26,329472,,12498,2506.617,,96.0
-343.3492908477783,3436,330112,26,330240,2082.053985595703,12527,2507.6628,0.0018832140971657787,96.0
,3440,,26,330240,,12527,2507.6628,,96.0
-345.43164253234863,3444,330880,26,331008,2081.931070327759,12556,2511.2332,0.0018832140971657787,96.0
,3448,,26,331008,,12556,2511.2332,,96.0
-341.6849117279053,3452,331648,26,331776,2072.9837074279785,12586,2520.2246,0.0018832140971657787,96.0
,3456,,26,331776,,12586,2520.2246,,96.0
-336.4457139968872,3460,332416,26,332544,2045.0103721618652,12616,2528.5059,0.0018832140971657787,96.0
,3464,,26,332544,,12616,2528.5059,,96.0
-341.8262987136841,3468,333184,26,333312,2029.059669494629,12646,2524.1838,0.0018832140971657787,96.0
,3472,,26,333312,,12646,2524.1838,,96.0
-345.1258821487427,3476,333952,26,334080,2046.0619316101074,12676,2521.911,0.0018832140971657787,96.0
,3480,,26,334080,,12676,2521.911,,96.0
-344.927152633667,3484,334720,26,334848,2049.194854736328,12705,2526.2393,0.0018832140971657787,96.0
,3488,,26,334848,,12705,2526.2393,,96.0
-343.56898975372314,3492,335488,26,335616,2030.8621311187744,12733,2520.2158,0.0018832140971657787,96.0
,3496,,26,335616,,12733,2520.2158,,96.0
-349.09583568573,3500,336256,26,336384,2048.959051132202,12762,2515.8704,0.0018832140971657787,96.0
,3504,,26,336384,,12762,2515.8704,,96.0
-350.4230365753174,3508,337024,26,337152,2014.7662811279297,12791,2513.833,0.0018832140971657787,96.0
,3512,,26,337152,,12791,2513.833,,96.0
-346.101806640625,3516,337792,26,337920,2102.0611534118652,12821,2500.9148,0.0018832140971657787,96.0
,3520,,26,337920,,12821,2500.9148,,96.0
-351.78359603881836,3524,338560,26,338688,2069.938684463501,12850,2510.6929,0.0018832140971657787,96.0
,3528,,26,338688,,12850,2510.6929,,96.0
-347.2402067184448,3532,339328,26,339456,2058.6283321380615,12879,2518.7883,0.0018832140971657787,96.0
,3536,,26,339456,,12879,2518.7883,,96.0
-353.7847099304199,3540,340096,26,340224,2066.501512527466,12908,2525.507,0.0018832140971657787,96.0
,3544,,26,340224,,12908,2525.507,,96.0
-345.7971668243408,3548,340864,26,340992,2128.4710750579834,12937,2530.3774,0.0018832140971657787,96.0
,3552,,26,340992,,12937,2530.3774,,96.0
-350.0501298904419,3556,341632,26,341760,2023.9193325042725,12966,2517.3052,0.0018832140971657787,96.0
,3560,,26,341760,,12966,2517.3052,,96.0
-349.6478500366211,3564,342400,26,342528,2068.0595149993896,12995,2506.8079,0.0018832140971657787,96.0
,3568,,26,342528,,12995,2506.8079,,96.0
-346.14714908599854,3572,343168,26,343296,2076.8195724487305,13024,2504.1094,0.0018832140971657787,96.0
,3576,,26,343296,,13024,2504.1094,,96.0
-350.12025928497314,3580,343936,26,344064,2018.7873725891113,13053,2490.9243,0.0018832140971657787,96.0
,3584,,26,344064,,13053,2490.9243,,96.0
-346.12647819519043,3588,344704,26,344832,2049.4374656677246,13082,2480.3396,0.0018832140971657787,96.0
,3592,,26,344832,,13082,2480.3396,,96.0
-344.77098655700684,3596,345472,26,345600,2071.4280185699463,13111,2472.4424,0.0018832140971657787,96.0
,3600,,26,345600,,13111,2472.4424,,96.0
-346.3730945587158,3604,346240,26,346368,2022.4985275268555,13140,2473.699,0.0018832140971657787,96.0
,3608,,26,346368,,13140,2473.699,,96.0
-348.17379093170166,3612,347008,26,347136,2075.102460861206,13169,2472.6047,0.0018832140971657787,96.0
,3616,,26,347136,,13169,2472.6047,,96.0
-351.4506826400757,3620,347776,26,347904,2065.4108333587646,13198,2468.383,0.0018832140971657787,96.0
,3624,,26,347904,,13198,2468.383,,96.0
-346.95407581329346,3628,348544,26,348672,2054.6046981811523,13227,2457.4204,0.0018832140971657787,96.0
,3632,,26,348672,,13227,2457.4204,,96.0
-342.08619022369385,3636,349312,26,349440,2056.7531356811523,13256,2445.5657,0.0018832140971657787,96.0
,3640,,26,349440,,13256,2445.5657,,96.0
-346.4966287612915,3644,350080,26,350208,2004.0698127746582,13286,2437.8782,0.0018832140971657787,96.0
,3648,,26,350208,,13286,2437.8782,,96.0
-349.6821165084839,3652,350848,26,350976,2035.7372093200684,13316,2435.9937,0.0018832140971657787,96.0
,3656,,26,350976,,13316,2435.9937,,96.0
-349.62474822998047,3660,351616,26,351744,2038.2901210784912,13345,2439.9602,0.0018832140971657787,96.0
,3664,,26,351744,,13345,2439.9602,,96.0
-347.87706184387207,3668,352384,26,352512,2032.5251655578613,13375,2453.2905,0.0018832140971657787,96.0
,3672,,26,352512,,13375,2453.2905,,96.0
-350.26153659820557,3676,353152,26,353280,2018.4954319000244,13405,2468.038,0.0018832140971657787,96.0
,3680,,26,353280,,13405,2468.038,,96.0
-354.53426361083984,3684,353920,26,354048,2073.558921813965,13434,2474.1577,0.0018832140971657787,96.0
,3688,,26,354048,,13434,2474.1577,,96.0
-354.4284725189209,3692,354688,26,354816,2049.6638469696045,13464,2482.11,0.0018832140971657787,96.0
,3696,,26,354816,,13464,2482.11,,96.0
-350.01185131073,3700,355456,26,355584,2052.6700344085693,13495,2487.8408,0.0018832140971657787,96.0
,3704,,26,355584,,13495,2487.8408,,96.0
-354.9795169830322,3708,356224,26,356352,2032.7332916259766,13525,2491.5889,0.0018832140971657787,96.0
,3712,,26,356352,,13525,2491.5889,,96.0
-352.31652450561523,3716,356992,26,357120,2027.8386459350586,13554,2502.809,0.0018832140971657787,96.0
,3720,,26,357120,,13554,2502.809,,96.0
-354.36146545410156,3724,357760,26,357888,2094.00083732605,13583,2506.3296,0.0018832140971657787,96.0
,3728,,26,357888,,13583,2506.3296,,96.0
-354.5509901046753,3732,358528,26,358656,2068.9582748413086,13613,2513.2864,0.0018832140971657787,96.0
,3736,,26,358656,,13613,2513.2864,,96.0
-353.03833198547363,3740,359296,26,359424,2077.361577987671,13643,2513.4055,0.0018832140971657787,96.0
,3744,,26,359424,,13643,2513.4055,,96.0
-356.35918712615967,3748,360064,26,360192,2123.3489379882812,13672,2523.7764,0.0018832140971657787,96.0
,3752,,26,360192,,13672,2523.7764,,96.0
-360.67632961273193,3756,360832,26,360960,2052.3168201446533,13702,2532.1465,0.0018832140971657787,96.0
,3760,,26,360960,,13702,2532.1465,,96.0
-360.4508333206177,3764,361600,26,361728,2112.7229385375977,13731,2534.3816,0.0018832140971657787,96.0
,3768,,26,361728,,13731,2534.3816,,96.0
-357.55328464508057,3772,362368,26,362496,2009.2639255523682,13760,2523.7258,0.0018832140971657787,96.0
,3776,,26,362496,,13760,2523.7258,,96.0
-356.4955778121948,3780,363136,26,363264,2025.929407119751,13789,2526.7783,0.0018832140971657787,96.0
,3784,,26,363264,,13789,2526.7783,,96.0
-353.79514503479004,3788,363904,26,364032,2064.3627738952637,13818,2536.245,0.0018832140971657787,96.0
,3792,,26,364032,,13818,2536.245,,96.0
-363.509108543396,3796,364672,26,364800,2066.3027896881104,13847,2541.6423,0.0018832140971657787,96.0
,3800,,26,364800,,13847,2541.6423,,96.0
-358.2749309539795,3804,365440,26,365568,2098.107192993164,13876,2536.5952,0.0018832140971657787,96.0
,3808,,26,365568,,13876,2536.5952,,96.0
-356.9312334060669,3812,366208,26,366336,2088.933958053589,13905,2537.039,0.0018832140971657787,96.0
,3816,,26,366336,,13905,2537.039,,96.0
-360.3513641357422,3820,366976,26,367104,2044.5970153808594,13934,2539.7954,0.0018832140971657787,96.0
,3824,,26,367104,,13934,2539.7954,,96.0
-364.13351821899414,3828,367744,26,367872,2087.121404647827,13963,2539.421,0.0018832140971657787,96.0
,3832,,26,367872,,13963,2539.421,,96.0
-360.99589252471924,3836,368512,26,368640,2044.3220233917236,13992,2541.9028,0.0018832140971657787,96.0
,3840,,26,368640,,13992,2541.9028,,96.0
-364.16718769073486,3844,369280,26,369408,2080.758493423462,14021,2536.1511,0.0018832140971657787,96.0
,3848,,26,369408,,14021,2536.1511,,96.0
-360.4297685623169,3852,370048,26,370176,2063.2667503356934,14050,2530.7727,0.0018832140971657787,96.0
,3856,,26,370176,,14050,2530.7727,,96.0
-358.78010845184326,3860,370816,26,370944,2099.7374687194824,14079,2530.4304,0.0018832140971657787,96.0
,3864,,26,370944,,14079,2530.4304,,96.0
-358.75590991973877,3868,371584,26,371712,2042.3201427459717,14108,2540.0645,0.0018832140971657787,96.0
,3872,,26,371712,,14108,2540.0645,,96.0
-365.428729057312,3876,372352,26,372480,2118.328903198242,14137,2534.2544,0.0018832140971657787,96.0
,3880,,26,372480,,14137,2534.2544,,96.0
-362.0408477783203,3884,373120,26,373248,2076.9085235595703,14167,2527.1738,0.0018832140971657787,96.0
,3888,,26,373248,,14167,2527.1738,,96.0
-357.52894592285156,3892,373888,26,374016,2102.0969200134277,14197,2521.2063,0.0018832140971657787,96.0
,3896,,26,374016,,14197,2521.2063,,96.0
-356.75633239746094,3900,374656,26,374784,2075.4202556610107,14226,2524.5215,0.0018832140971657787,96.0
,3904,,26,374784,,14226,2524.5215,,96.0
-357.63769817352295,3908,375424,26,375552,2131.1161193847656,14255,2520.421,0.0018832140971657787,96.0
,3912,,26,375552,,14255,2520.421,,96.0
-357.9935140609741,3916,376192,26,376320,2102.734477996826,14286,2511.065,0.0018832140971657787,96.0
,3920,,26,376320,,14286,2511.065,,96.0
-360.9997911453247,3924,376960,26,377088,2107.431652069092,14316,2500.0889,0.0018832140971657787,96.0
,3928,,26,377088,,14316,2500.0889,,96.0
-357.84456729888916,3932,377728,26,377856,2061.0127849578857,14346,2499.493,0.0018832140971657787,96.0
,3936,,26,377856,,14346,2499.493,,96.0
-363.1000509262085,3940,378496,26,378624,2109.9920330047607,14375,2501.051,0.0018832140971657787,96.0
,3944,,26,378624,,14375,2501.051,,96.0
-366.97862434387207,3948,379264,26,379392,2020.5640563964844,14404,2500.0918,0.0018832140971657787,96.0
,3952,,26,379392,,14404,2500.0918,,96.0
-361.3108949661255,3956,380032,26,380160,2083.1873779296875,14433,2503.2224,0.0018832140971657787,96.0
,3960,,26,380160,,14433,2503.2224,,96.0
-365.06425762176514,3964,380800,26,380928,2023.6916465759277,14462,2501.368,0.0018832140971657787,96.0
,3968,,26,380928,,14462,2501.368,,96.0
-361.75237464904785,3972,381568,26,381696,2031.606647491455,14492,2496.6108,0.0018832140971657787,96.0
,3976,,26,381696,,14492,2496.6108,,96.0
-363.11652755737305,3980,382336,26,382464,1996.5991744995117,14521,2504.067,0.0018832140971657787,96.0
,3984,,26,382464,,14521,2504.067,,96.0
-365.3673849105835,3988,383104,26,383232,2105.5548152923584,14550,2503.4797,0.0018832140971657787,96.0
,3992,,26,383232,,14550,2503.4797,,96.0
-366.78024196624756,3996,383872,26,384000,2091.6024131774902,14579,2505.4614,0.0018832140971657787,96.0
,4000,,26,384000,,14579,2505.4614,,96.0
-368.2324275970459,4004,384640,26,384768,2091.2202644348145,14608,2505.2854,0.0018832140971657787,96.0
,4008,,26,384768,,14608,2505.2854,,96.0
-369.25480937957764,4012,385408,26,385536,2084.6641330718994,14637,2512.9707,0.0018832140971657787,96.0
,4016,,26,385536,,14637,2512.9707,,96.0
-367.14694118499756,4020,386176,26,386304,2072.0563411712646,14666,2521.334,0.0018832140971657787,96.0
,4024,,26,386304,,14666,2521.334,,96.0
-371.4905996322632,4028,386944,26,387072,2115.1170024871826,14695,2524.7146,0.0018832140971657787,96.0
,4032,,26,387072,,14695,2524.7146,,96.0
-364.70667839050293,4036,387712,26,387840,2078.6904220581055,14725,2531.4487,0.0018832140971657787,96.0
,4040,,26,387840,,14725,2531.4487,,96.0
-367.32479763031006,4044,388480,26,388608,2083.7621841430664,14754,2528.7627,0.0018832140971657787,96.0
,4048,,26,388608,,14754,2528.7627,,96.0
-366.72315883636475,4052,389248,26,389376,2082.237112045288,14783,2523.0894,0.0018832140971657787,96.0
,4056,,26,389376,,14783,2523.0894,,96.0
-361.5239477157593,4060,390016,26,390144,2066.2256240844727,14812,2520.8362,0.0018832140971657787,96.0
,4064,,26,390144,,14812,2520.8362,,96.0
-364.86191272735596,4068,390784,26,390912,2116.7085094451904,14841,2526.8364,0.0018832140971657787,96.0
,4072,,26,390912,,14841,2526.8364,,96.0
-367.52258014678955,4076,391552,26,391680,2075.768747329712,14870,2520.0125,0.0018832140971657787,96.0
,4080,,26,391680,,14870,2520.0125,,96.0
-362.0837869644165,4084,392320,26,392448,2079.146230697632,14899,2518.1401,0.0018832140971657787,96.0
,4088,,26,392448,,14900,2518.1401,,96.0
-368.25601959228516,4092,393088,26,393216,2116.476047515869,14929,2513.531,0.0018832140971657787,96.0
,4096,,26,393216,,14929,2513.531,,96.0
-367.26171493530273,4100,393856,26,393984,2075.4844493865967,14959,2504.1843,0.0018832140971657787,96.0
,4104,,26,393984,,14959,2504.1843,,96.0
-366.3555860519409,4108,394624,26,394752,2092.10489654541,14989,2500.491,0.0018832140971657787,96.0
,4112,,26,394752,,14989,2500.491,,96.0
