time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/entropy_loss,train/approx_kl,train/n_updates,train/explained_variance,train/learning_rate,train/value_loss,train/clip_fraction,train/std,train/clip_range,train/policy_gradient_loss,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
24,36,1536,41,-14.880866622924804,0.0054921303,115,-0.0073670148849487305,0.0010553559311956718,522.6443603515625,0.103125,0.9365001916885376,0.1,-0.021258383896201848,421.59527587890625,96.0,-513.6303
25,38,1600,41,-14.88646640777588,0.0047876853,120,0.0008030533790588379,0.0010553559311956718,448.87840576171874,0.090625,0.9369947910308838,0.1,-0.02150200717151165,362.6637268066406,96.0,-513.6303
26,39,1664,41,-14.891467666625976,0.0033673644,125,0.002806723117828369,0.0010553559311956718,3217.39501953125,0.05625,0.9373921751976013,0.1,-0.012694621458649635,2628.8173828125,96.0,-513.6303
27,41,1728,41,-14.895837020874023,0.0072005177,130,-0.23841500282287598,0.0010553559311956718,601.1977783203125,0.140625,0.937760591506958,0.1,-0.026427163183689116,489.14910888671875,96.0,-513.6303
28,42,1792,41,-14.899656867980957,0.0045462577,135,0.09599906206130981,0.0010553559311956718,579.263623046875,0.090625,0.9380214810371399,0.1,-0.019863560050725936,449.2368469238281,96.0,-513.6303
29,44,1856,41,-14.900242805480957,0.008687659,140,0.18605589866638184,0.0010553559311956718,548.1511962890625,0.146875,0.9376933574676514,0.1,-0.027685930021107197,439.697021484375,96.0,-513.6303
30,46,1920,41,-14.895680999755859,0.004413505,145,-0.041207194328308105,0.0010553559311956718,492.3751220703125,0.090625,0.9373974204063416,0.1,-0.021254562959074973,391.7857971191406,96.0,-513.6303
31,47,1984,41,-14.893024253845216,0.0040790504,150,0.13126921653747559,0.0010553559311956718,485.7912841796875,0.075,0.9372463822364807,0.1,-0.01592084690928459,382.179443359375,96.0,-513.6303
32,49,2048,41,-14.89209442138672,0.0065509537,155,0.06335484981536865,0.0010553559311956718,511.9220703125,0.1,0.9372604489326477,0.1,-0.019339830428361893,400.7655334472656,96.0,-513.6303
33,50,2112,41,-14.892559242248534,0.0040176148,160,-0.036934614181518555,0.0010553559311956718,534.3245239257812,0.103125,0.9373199343681335,0.1,-0.02489358689635992,430.0490417480469,96.0,-513.6303
34,52,2176,41,-14.891671180725098,0.003450999,165,0.0358620285987854,0.0010553559311956718,570.2247802734375,0.0625,0.9369333386421204,0.1,-0.014888150990009308,457.54913330078125,96.0,-513.6303
35,53,2240,41,-14.88618335723877,0.004828674,170,-0.034154653549194336,0.0010553559311956718,557.2932861328125,0.109375,0.9364450573921204,0.1,-0.019006400555372237,446.1208190917969,96.0,-513.6303
36,55,2304,41,-14.881390571594238,0.0076740915,175,0.029455363750457764,0.0010553559311956718,521.7380615234375,0.140625,0.9361185431480408,0.1,-0.022976481541991233,419.4711608886719,96.0,-517.4799
37,57,2368,41,-14.878022575378418,0.0063413186,180,0.04277533292770386,0.0010553559311956718,412.85784301757815,0.11875,0.9357538223266602,0.1,-0.02539035025984049,331.8146057128906,96.0,-517.4799
38,58,2432,41,-14.873290634155273,0.010277748,185,0.024570941925048828,0.0010553559311956718,3289.865478515625,0.20625,0.9353750348091125,0.1,-0.015546108409762383,2688.958251953125,96.0,-517.4799
39,60,2496,41,-14.869849586486817,0.002611219,190,-0.30303525924682617,0.0010553559311956718,576.0887451171875,0.046875,0.9352073073387146,0.1,-0.012564574927091598,440.22882080078125,96.0,-517.4799
40,61,2560,41,-14.868577766418458,0.0013358518,195,0.20658135414123535,0.0010553559311956718,534.4955261230468,0.009375,0.9351774454116821,0.1,-0.012186853215098381,405.9009704589844,96.0,-517.4799
41,63,2624,41,-14.86926498413086,0.0033111544,200,0.09902143478393555,0.0010553559311956718,458.6294921875,0.053125,0.9354010224342346,0.1,-0.017374861240386962,358.2265625,96.0,-517.4799
42,64,2688,41,-14.872540283203126,0.0037586149,205,0.19294434785842896,0.0010553559311956718,546.7892822265625,0.084375,0.9356936812400818,0.1,-0.018382299691438675,428.8108825683594,96.0,-517.4799
43,66,2752,41,-14.87435417175293,0.0049973186,210,0.22147440910339355,0.0010553559311956718,407.2311950683594,0.115625,0.9355323314666748,0.1,-0.02270338162779808,313.1380920410156,96.0,-517.4799
44,68,2816,41,-14.871916007995605,0.0038301852,215,-0.2575557231903076,0.0010553559311956718,511.0602722167969,0.06875,0.9354161620140076,0.1,-0.019341885298490524,400.22100830078125,96.0,-517.4799
45,69,2880,41,-14.872880172729491,0.0054067057,220,0.07786673307418823,0.0010553559311956718,493.9807189941406,0.096875,0.9358482956886292,0.1,-0.022253746539354323,394.9657287597656,96.0,-517.4799
46,71,2944,41,-14.87784252166748,0.006160478,225,-0.024188518524169922,0.0010553559311956718,502.73614501953125,0.134375,0.9360494613647461,0.1,-0.023693303391337395,398.1072082519531,96.0,-517.4799
47,72,3008,41,-14.879015731811524,0.0064207604,230,0.08631342649459839,0.0010553559311956718,475.7173706054688,0.1125,0.9360729455947876,0.1,-0.025658882781863214,381.7706604003906,96.0,-517.4799
48,74,3072,41,-14.877940559387207,0.006515637,235,-0.04925060272216797,0.0010553559311956718,525.4715698242187,0.128125,0.9358444213867188,0.1,-0.023066553100943566,422.0615539550781,96.0,-512.9459
