rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/fps,train/actor_loss,train/n_updates,train/learning_rate,train/critic_loss,train/ent_coef
3590.0657,1388,96.0,133632,3190,41,-482.21075439453125,887,0.0007666348686557302,2598.06982421875,0.5
3590.0657,1392,96.0,133632,3190,41,,,,,
3550.9263,1396,96.0,134400,3208,41,-476.3934326171875,893,0.0007666348686557302,1689.3668212890625,0.5
3550.9263,1400,96.0,134400,3208,41,,,,,
3499.5647,1404,96.0,135168,3227,41,-472.5074768066406,899,0.0007666348686557302,1520.86572265625,0.5
3499.5647,1408,96.0,135168,3227,41,,,,,
3455.6982,1412,96.0,135936,3245,41,-474.5834655761719,905,0.0007666348686557302,2289.36279296875,0.5
3455.6982,1416,96.0,135936,3245,41,,,,,
3416.4082,1420,96.0,136704,3264,41,-486.7870178222656,911,0.0007666348686557302,3682.001953125,0.5
3416.4082,1424,96.0,136704,3264,41,,,,,
3405.3613,1428,96.0,137472,3282,41,-468.2535095214844,917,0.0007666348686557302,1558.373291015625,0.5
3405.3613,1432,96.0,137472,3282,41,,,,,
3396.3022,1436,96.0,138240,3301,41,-510.09130859375,923,0.0007666348686557302,2996.161865234375,0.5
3396.3022,1440,96.0,138240,3301,41,,,,,
3353.9846,1444,96.0,139008,3319,41,-463.9752197265625,929,0.0007666348686557302,3781.453125,0.5
3353.9846,1448,96.0,139008,3319,41,,,,,
3328.2686,1452,96.0,139776,3338,41,-484.0257568359375,935,0.0007666348686557302,3764.81494140625,0.5
3328.2686,1456,96.0,139776,3338,41,,,,,
3330.316,1460,96.0,140544,3356,41,-474.50665283203125,941,0.0007666348686557302,1406.28955078125,0.5
3330.316,1464,96.0,140544,3356,41,,,,,
3320.9495,1468,96.0,141312,3374,41,-514.3814697265625,947,0.0007666348686557302,3199.76416015625,0.5
3320.9495,1472,96.0,141312,3374,41,,,,,
3284.2905,1476,96.0,142080,3393,41,-500.7734375,953,0.0007666348686557302,5119.17236328125,0.5
3284.2905,1480,96.0,142080,3393,41,,,,,
3247.4531,1484,96.0,142848,3411,41,-523.281494140625,959,0.0007666348686557302,2348.442626953125,0.5
3247.4531,1488,96.0,142848,3411,41,,,,,
