rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,time/fps,time/episodes,train/actor_loss,train/n_updates,train/critic_loss,train/learning_rate
424.1553,185856,12575,96.0,14,1936,,,,
414.08923,186624,12688,96.0,14,1940,-39.94601899012923,186368,338.9508738666773,0.0022882963659741056
414.08923,186624,12688,96.0,14,1944,,,,
405.26785,187392,12706,96.0,14,1948,,,,
405.26785,187392,12706,96.0,14,1952,,,,
404.69772,188160,12725,96.0,14,1956,,,,
404.69772,188160,12725,96.0,14,1960,,,,
401.6575,188928,12838,96.0,14,1964,-39.363017378374934,188416,343.49808019399643,0.0022882963659741056
401.6575,188928,12838,96.0,14,1968,,,,
399.9531,189696,12856,96.0,14,1972,,,,
399.9531,189696,12856,96.0,14,1976,,,,
407.5088,190464,12875,96.0,14,1980,,,,
407.5088,190464,12875,96.0,14,1984,,,,
409.2443,191232,12988,96.0,14,1988,-38.229936910793185,190464,340.6975499987602,0.0022882963659741056
409.2443,191232,12988,96.0,14,1992,,,,
408.01593,192000,13006,96.0,14,1996,,,,
408.01593,192000,13006,96.0,14,2000,,,,
415.36972,192768,13118,96.0,14,2004,-38.836154740303755,192512,339.1839186102152,0.0022882963659741056
415.36972,192768,13118,96.0,14,2008,,,,
430.63535,193536,13137,96.0,14,2012,,,,
430.63535,193536,13137,96.0,14,2016,,,,
439.08966,194304,13155,96.0,14,2020,,,,
439.08966,194304,13155,96.0,14,2024,,,,
436.6827,195072,13268,96.0,14,2028,-38.89999467507005,194560,342.7712227702141,0.0022882963659741056
436.6827,195072,13268,96.0,14,2032,,,,
445.70316,195840,13286,96.0,14,2036,,,,
445.70316,195840,13286,96.0,14,2040,,,,
445.75177,196608,13305,96.0,14,2044,,,,
445.75177,196608,13305,96.0,14,2048,,,,
444.2779,197376,13419,96.0,14,2052,-38.00471480190754,196608,342.0839248150587,0.0022882963659741056
444.2779,197376,13419,96.0,14,2056,,,,
443.66754,198144,13437,96.0,14,2060,,,,
443.66754,198144,13437,96.0,14,2064,,,,
443.27512,198912,13551,96.0,14,2068,-37.81427890434861,198656,338.1513757109642,0.0022882963659741056
443.27512,198912,13551,96.0,14,2072,,,,
438.44028,199680,13569,96.0,14,2076,,,,
438.44028,199680,13569,96.0,14,2080,,,,
431.85516,200448,13588,96.0,14,2084,,,,
431.85516,200448,13588,96.0,14,2088,,,,
427.15134,201216,13700,96.0,14,2092,-37.63848716951907,200704,336.2086291462183,0.0022882963659741056
427.15134,201216,13700,96.0,14,2096,,,,
433.68723,201984,13719,96.0,14,2100,,,,
433.68723,201984,13719,96.0,14,2104,,,,
422.21475,202752,13737,96.0,14,2108,,,,
422.21475,202752,13737,96.0,14,2112,,,,
418.94373,203520,13850,96.0,14,2116,-36.6230664011091,202752,337.62761276960373,0.0022882963659741056
418.94373,203520,13850,96.0,14,2120,,,,
418.3221,204288,13869,96.0,14,2124,,,,
418.3221,204288,13869,96.0,14,2128,,,,
429.51187,205056,13974,96.0,14,2132,-157.29406617209315,204800,1168.157204195857,0.0022882963659741056
429.51187,205056,13974,96.0,14,2136,,,,
434.515,205824,13993,96.0,14,2140,,,,
434.515,205824,13993,96.0,14,2144,,,,
446.965,206592,14012,96.0,14,2148,,,,
446.965,206592,14012,96.0,14,2152,,,,
469.5199,207360,14116,96.0,14,2156,-113.86563500761986,206848,584.5801329612732,0.0022882963659741056
469.5199,207360,14116,96.0,14,2160,,,,
488.44574,208128,14135,96.0,14,2164,,,,
488.44574,208128,14135,96.0,14,2168,,,,
511.71344,208896,14153,96.0,14,2172,,,,
511.71344,208896,14153,96.0,14,2176,,,,
515.8589,209664,14258,96.0,14,2180,-87.51921048760414,208896,447.63583339750767,0.0022882963659741056
515.8589,209664,14258,96.0,14,2184,,,,
525.83923,210432,14276,96.0,14,2188,,,,
525.83923,210432,14276,96.0,14,2192,,,,
549.90784,211200,14381,96.0,14,2196,-89.4435146227479,210944,319.4807112365961,0.0022882963659741056
549.90784,211200,14381,96.0,14,2200,,,,
564.9596,211968,14400,96.0,14,2204,,,,
564.9596,211968,14400,96.0,14,2208,,,,
582.91125,212736,14419,96.0,14,2212,,,,
582.91125,212736,14419,96.0,14,2216,,,,
617.8273,213504,14524,96.0,14,2220,-85.07763648405671,212992,421.0728049725294,0.0022882963659741056
617.8273,213504,14524,96.0,14,2224,,,,
658.0772,214272,14542,96.0,14,2228,,,,
658.0772,214272,14542,96.0,14,2232,,,,
687.02954,215040,14561,96.0,14,2236,,,,
687.02954,215040,14561,96.0,14,2240,,,,
711.7986,215808,14666,96.0,14,2244,-83.15559827908874,215040,341.4440707266331,0.0022882963659741056
711.7986,215808,14666,96.0,14,2248,,,,
733.2314,216576,14685,96.0,14,2252,,,,
733.2314,216576,14685,96.0,14,2256,,,,
721.9433,217344,14790,96.0,14,2260,-82.26542963460088,217088,324.6412615478039,0.0022882963659741056
721.9433,217344,14790,96.0,14,2264,,,,
727.87836,218112,14808,96.0,14,2268,,,,
727.87836,218112,14808,96.0,14,2272,,,,
724.6699,218880,14827,96.0,14,2276,,,,
724.6699,218880,14827,96.0,14,2280,,,,
750.8692,219648,14932,96.0,14,2284,-99.5772511139512,219136,706.6755636185408,0.0022882963659741056
750.8692,219648,14932,96.0,14,2288,,,,
775.8769,220416,14951,96.0,14,2292,,,,
775.8769,220416,14951,96.0,14,2296,,,,
779.9726,221184,14970,96.0,14,2300,,,,
779.9726,221184,14970,96.0,14,2304,,,,
781.97687,221952,15075,96.0,14,2308,-192.10197438299656,221184,1680.7286996245384,0.0022882963659741056
781.97687,221952,15075,96.0,14,2312,,,,
775.69745,222720,15094,96.0,14,2316,,,,
775.69745,222720,15094,96.0,14,2320,,,,
759.36346,223488,15199,96.0,14,2324,-294.71809293329716,223232,2917.985777080059,0.0022882963659741056
759.36346,223488,15199,96.0,14,2328,,,,
740.0196,224256,15217,96.0,14,2332,,,,
740.0196,224256,15217,96.0,14,2336,,,,
713.02423,225024,15235,96.0,14,2340,,,,
713.02423,225024,15235,96.0,14,2344,,,,
703.54333,225792,15340,96.0,14,2348,-199.00683419406414,225280,1794.646065235138,0.0022882963659741056
703.54333,225792,15340,96.0,14,2352,,,,
695.5245,226560,15359,96.0,14,2356,,,,
695.5245,226560,15359,96.0,14,2360,,,,
694.606,227328,15377,96.0,14,2364,,,,
694.606,227328,15377,96.0,14,2368,,,,
411.69177,228096,15482,96.0,14,2372,-125.2695746049285,227328,1632.4547223448753,0.0022882963659741056
411.69177,228096,15482,96.0,14,2376,,,,
134.10541,228864,15501,96.0,14,2380,,,,
134.10541,228864,15501,96.0,14,2384,,,,
-159.86908,229632,15606,96.0,14,2388,-55.09426235221326,229376,1836.4489747285843,0.0022882963659741056
-159.86908,229632,15606,96.0,14,2392,,,,
-450.64297,230400,15624,96.0,14,2396,,,,
-450.64297,230400,15624,96.0,14,2400,,,,
-735.4091,231168,15643,96.0,14,2404,,,,
-735.4091,231168,15643,96.0,14,2408,,,,
-1019.5951,231936,15748,96.0,14,2412,45.538384433079045,231424,2088.936295092106,0.0022882963659741056
-1019.5951,231936,15748,96.0,14,2416,,,,
-1306.581,232704,15766,96.0,14,2420,,,,
-1306.581,232704,15766,96.0,14,2424,,,,
-1585.9507,233472,15784,96.0,14,2428,,,,
-1585.9507,233472,15784,96.0,14,2432,,,,
-1860.598,234240,15889,96.0,14,2436,227.20297550410032,233472,4756.507937550545,0.0022882963659741056
-1860.598,234240,15889,96.0,14,2440,,,,
-2142.4287,235008,15908,96.0,14,2444,,,,
-2142.4287,235008,15908,96.0,14,2448,,,,
-2396.3875,235776,16012,96.0,14,2452,359.8864788711071,235520,12983.740267515182,0.0022882963659741056
-2396.3875,235776,16013,96.0,14,2456,,,,
-2403.0105,236544,16031,96.0,14,2460,,,,
-2403.0105,236544,16031,96.0,14,2464,,,,
-2255.3823,237312,16049,96.0,14,2468,,,,
-2255.3823,237312,16049,96.0,14,2472,,,,
-1973.8873,238080,16155,96.0,14,2476,337.5893534421921,237568,14220.763645648956,0.0022882963659741056
-1973.8873,238080,16155,96.0,14,2480,,,,
-1688.006,238848,16174,96.0,14,2484,,,,
-1688.006,238848,16174,96.0,14,2488,,,,
-1402.475,239616,16192,96.0,14,2492,,,,
-1402.475,239616,16192,96.0,14,2496,,,,
-1120.7253,240384,16298,96.0,14,2500,336.0844123661518,239616,17434.414988040924,0.0022882963659741056
-1120.7253,240384,16298,96.0,14,2504,,,,
-832.68964,241152,16316,96.0,14,2508,,,,
-832.68964,241152,16316,96.0,14,2512,,,,
-548.64777,241920,16420,96.0,14,2516,334.3597202897072,241664,17920.525960445404,0.0022882963659741056
-548.64777,241920,16420,96.0,14,2520,,,,
-256.8214,242688,16438,96.0,14,2524,,,,
-256.8214,242688,16438,96.0,14,2528,,,,
30.220884,243456,16457,96.0,14,2532,,,,
30.220884,243456,16457,96.0,14,2536,,,,
216.3548,244224,16561,96.0,14,2540,198.81435368955135,243712,14776.302775859833,0.0022882963659741056
216.3548,244224,16561,96.0,14,2544,,,,
276.2619,244992,16580,96.0,14,2548,,,,
276.2619,244992,16580,96.0,14,2552,,,,
204.16055,245760,16598,96.0,14,2556,,,,
204.16055,245760,16598,96.0,14,2560,,,,
-2.8625245,246528,16704,96.0,14,2564,121.02768205106258,245760,11154.681292533875,0.0022882963659741056
-2.8625245,246528,16704,96.0,14,2568,,,,
-218.40613,247296,16722,96.0,14,2572,,,,
-218.40613,247296,16722,96.0,14,2576,,,,
-427.14398,248064,16827,96.0,14,2580,195.85801385343075,247808,9503.851342201233,0.0022882963659741056
-427.14398,248064,16827,96.0,14,2584,,,,
-633.11237,248832,16846,96.0,14,2588,,,,
-633.11237,248832,16846,96.0,14,2592,,,,
-849.8425,249600,16865,96.0,14,2596,,,,
-849.8425,249600,16865,96.0,14,2600,,,,
-870.5474,250368,16969,96.0,14,2604,308.42912001907825,249856,14878.387219667435,0.0022882963659741056
-870.5474,250368,16969,96.0,14,2608,,,,
-1177.8547,251136,16988,96.0,14,2612,,,,
-1177.8547,251136,16988,96.0,14,2616,,,,
-1490.585,251904,17006,96.0,14,2620,,,,
-1490.585,251904,17006,96.0,14,2624,,,,
-1800.6681,252672,17110,96.0,14,2628,429.4127351939678,251904,19967.4995470047,0.0022882963659741056
-1800.6681,252672,17110,96.0,14,2632,,,,
-2064.3567,253440,17129,96.0,14,2636,,,,
-2064.3567,253440,17129,96.0,14,2640,,,,
-2190.1292,254208,17235,96.0,14,2644,403.564621925354,253952,19953.47945356369,0.0022882963659741056
-2190.1292,254208,17235,96.0,14,2648,,,,
-2129.5186,254976,17253,96.0,14,2652,,,,
-2129.5186,254976,17253,96.0,14,2656,,,,
-2079.5442,255744,17271,96.0,14,2660,,,,
-2079.5442,255744,17271,96.0,14,2664,,,,
-2012.6676,256512,17376,96.0,14,2668,265.8583295792341,256000,16604.611881017685,0.0022882963659741056
-2012.6676,256512,17376,96.0,14,2672,,,,
-1938.7056,257280,17394,96.0,14,2676,,,,
-1938.7056,257280,17394,96.0,14,2680,,,,
-1880.2203,258048,17413,96.0,14,2684,,,,
-1880.2203,258048,17413,96.0,14,2688,,,,
-1785.9872,258816,17517,96.0,14,2692,204.94116701185703,258048,13067.7076253891,0.0022882963659741056
-1785.9872,258816,17517,96.0,14,2696,,,,
-1785.0785,259584,17535,96.0,14,2700,,,,
-1785.0785,259584,17535,96.0,14,2704,,,,
-1723.0485,260352,17640,96.0,14,2708,103.73191133886576,260096,9714.046576738358,0.0022882963659741056
-1723.0485,260352,17640,96.0,14,2712,,,,
-1302.2656,261120,17658,96.0,14,2716,,,,
-1302.2656,261120,17658,96.0,14,2720,,,,
-875.0921,261888,17676,96.0,14,2724,,,,
-875.0921,261888,17676,96.0,14,2728,,,,
-464.95197,262656,17782,96.0,14,2732,105.0030136667192,262144,8767.829176664352,0.0022882963659741056
-464.95197,262656,17782,96.0,14,2736,,,,
-42.661076,263424,17800,96.0,14,2740,,,,
-42.661076,263424,17800,96.0,14,2744,,,,
290.99054,264192,17818,96.0,14,2748,,,,
290.99054,264192,17818,96.0,14,2752,,,,
718.9626,264960,17923,96.0,14,2756,-9.255658203328494,264192,5559.674304008484,0.0022882963659741056
718.9626,264960,17923,96.0,14,2760,,,,
1143.0007,265728,17942,96.0,14,2764,,,,
1143.0007,265728,17942,96.0,14,2768,,,,
1547.7667,266496,18047,96.0,14,2772,-117.76137756183743,266240,4815.91093814373,0.0022882963659741056
1547.7667,266496,18047,96.0,14,2776,,,,
1522.8508,267264,18065,96.0,14,2780,,,,
1522.8508,267264,18065,96.0,14,2784,,,,
1547.7767,268032,18084,96.0,14,2788,,,,
1547.7767,268032,18084,96.0,14,2792,,,,
1612.7812,268800,18188,96.0,14,2796,-82.62387441843748,268288,3543.7537418603897,0.0022882963659741056
1612.7812,268800,18188,96.0,14,2800,,,,
1750.0822,269568,18207,96.0,14,2804,,,,
1750.0822,269568,18207,96.0,14,2808,,,,
1771.4124,270336,18225,96.0,14,2812,,,,
1771.4124,270336,18225,96.0,14,2816,,,,
1617.0526,271104,18330,96.0,14,2820,-62.93527551367879,270336,3395.712611913681,0.0022882963659741056
1617.0526,271104,18330,96.0,14,2824,,,,
1478.1194,271872,18348,96.0,14,2828,,,,
1478.1194,271872,18348,96.0,14,2832,,,,
1336.9767,272640,18452,96.0,14,2836,-97.84795418009162,272384,3307.7994030714035,0.0022882963659741056
1336.9767,272640,18452,96.0,14,2840,,,,
1183.089,273408,18471,96.0,14,2844,,,,
1183.089,273408,18471,96.0,14,2848,,,,
947.30225,274176,18489,96.0,14,2852,,,,
947.30225,274176,18489,96.0,14,2856,,,,
790.5969,274944,18594,96.0,14,2860,-121.4939162582159,274432,3512.3947627544403,0.0022882963659741056
790.5969,274944,18594,96.0,14,2864,,,,
689.375,275712,18613,96.0,14,2868,,,,
689.375,275712,18613,96.0,14,2872,,,,
805.01263,276480,18632,96.0,14,2876,,,,
805.01263,276480,18632,96.0,14,2880,,,,
1116.0466,277248,18737,96.0,14,2884,-140.86252531409264,276480,3552.5788958072662,0.0022882963659741056
1116.0466,277248,18737,96.0,14,2888,,,,
1373.3755,278016,18755,96.0,14,2892,,,,
1373.3755,278016,18755,96.0,14,2896,,,,
1592.6367,278784,18860,96.0,14,2900,-144.79713797569275,278528,3333.139221906662,0.0022882963659741056
1592.6367,278784,18860,96.0,14,2904,,,,
1770.3214,279552,18878,96.0,14,2908,,,,
1770.3214,279552,18878,96.0,14,2912,,,,
1986.8394,280320,18896,96.0,14,2916,,,,
1986.8394,280320,18896,96.0,14,2920,,,,
2164.9092,281088,19001,96.0,14,2924,-158.9625404626131,280576,2596.549884736538,0.0022882963659741056
2164.9092,281088,19001,96.0,14,2928,,,,
2348.6418,281856,19020,96.0,14,2932,,,,
2348.6418,281856,19020,96.0,14,2936,,,,
2524.9868,282624,19038,96.0,14,2940,,,,
2524.9868,282624,19038,96.0,14,2944,,,,
2761.0232,283392,19144,96.0,14,2948,-185.6302616596222,282624,1989.19771194458,0.0022882963659741056
2761.0232,283392,19144,96.0,14,2952,,,,
2915.618,284160,19163,96.0,14,2956,,,,
2915.618,284160,19163,96.0,14,2960,,,,
2975.8625,284928,19267,96.0,14,2964,-209.27993035316467,284672,2175.621139526367,0.0022882963659741056
2975.8625,284928,19267,96.0,14,2968,,,,
3016.9407,285696,19286,96.0,14,2972,,,,
3016.9407,285696,19286,96.0,14,2976,,,,
3046.4072,286464,19304,96.0,14,2980,,,,
3046.4072,286464,19304,96.0,14,2984,,,,
3100.4187,287232,19409,96.0,14,2988,-207.1047888994217,286720,2383.576877951622,0.0022882963659741056
3100.4187,287232,19409,96.0,14,2992,,,,
3187.8684,288000,19427,96.0,14,2996,,,,
3187.8684,288000,19427,96.0,14,3000,,,,
3253.2168,288768,19446,96.0,14,3004,,,,
3253.2168,288768,19446,96.0,14,3008,,,,
3300.3638,289536,19550,96.0,14,3012,-196.56086000800133,288768,2683.099463045597,0.0022882963659741056
3300.3638,289536,19550,96.0,14,3016,,,,
3381.5684,290304,19569,96.0,14,3020,,,,
3381.5684,290304,19569,96.0,14,3024,,,,
3488.3625,291072,19673,96.0,14,3028,-209.10089902579784,290816,2342.1624031066895,0.0022882963659741056
3488.3625,291072,19673,96.0,14,3032,,,,
3576.071,291840,19691,96.0,14,3036,,,,
3576.071,291840,19691,96.0,14,3040,,,,
3649.3445,292608,19709,96.0,14,3044,,,,
3649.3445,292608,19709,96.0,14,3048,,,,
3689.8066,293376,19815,96.0,14,3052,-237.7057843953371,292864,2430.221498131752,0.0022882963659741056
3689.8066,293376,19815,96.0,14,3056,,,,
3700.4473,294144,19833,96.0,14,3060,,,,
3700.4473,294144,19833,96.0,14,3064,,,,
3712.1357,294912,19851,96.0,14,3068,,,,
3712.1357,294912,19851,96.0,14,3072,,,,
3716.671,295680,19956,96.0,14,3076,-237.28243827819824,294912,2401.3071833848953,0.0022882963659741056
3716.671,295680,19956,96.0,14,3080,,,,
3714.479,296448,19974,96.0,14,3084,,,,
3714.479,296448,19974,96.0,14,3088,,,,
3673.7358,297216,20079,96.0,14,3092,-243.22661189734936,296960,2510.5377873778343,0.0022882963659741056
3673.7358,297216,20079,96.0,14,3096,,,,
3607.5137,297984,20097,96.0,14,3100,,,,
3607.5137,297984,20097,96.0,14,3104,,,,
3561.056,298752,20116,96.0,14,3108,,,,
3561.056,298752,20116,96.0,14,3112,,,,
3318.4517,299520,20220,96.0,14,3116,-247.1451515853405,299008,2717.289852142334,0.0022882963659741056
3318.4517,299520,20220,96.0,14,3120,,,,
3052.2566,300288,20239,96.0,14,3124,,,,
3052.2566,300288,20239,96.0,14,3128,,,,
2793.8752,301056,20257,96.0,14,3132,,,,
2793.8752,301056,20257,96.0,14,3136,,,,
2738.2585,301824,20362,96.0,14,3140,-226.48394578695297,301056,4034.0090992450714,0.0022882963659741056
2738.2585,301824,20362,96.0,14,3144,,,,
2691.057,302592,20380,96.0,14,3148,,,,
2691.057,302592,20380,96.0,14,3152,,,,
2666.723,303360,20485,96.0,14,3156,-203.92586886882782,303104,3622.113757252693,0.0022882963659741056
2666.723,303360,20485,96.0,14,3160,,,,
2654.3953,304128,20503,96.0,14,3164,,,,
2654.3953,304128,20503,96.0,14,3168,,,,
2631.738,304896,20522,96.0,14,3172,,,,
2631.738,304896,20522,96.0,14,3176,,,,
2662.4763,305664,20626,96.0,14,3180,-213.86186011135578,305152,3492.628489136696,0.0022882963659741056
2662.4763,305664,20626,96.0,14,3184,,,,
2701.5037,306432,20644,96.0,14,3188,,,,
2701.5037,306432,20644,96.0,14,3192,,,,
2752.1094,307200,20662,96.0,14,3196,,,,
2752.1094,307200,20662,96.0,14,3200,,,,
2738.568,307968,20767,96.0,14,3204,-199.40233379602432,307200,3469.5204595327377,0.0022882963659741056
2738.568,307968,20767,96.0,14,3208,,,,
2819.8384,308736,20785,96.0,14,3212,,,,
2819.8384,308736,20785,96.0,14,3216,,,,
3016.4229,309504,20890,96.0,14,3220,-213.29440760612488,309248,3598.434389591217,0.0022882963659741056
3016.4229,309504,20890,96.0,14,3224,,,,
3254.7754,310272,20909,96.0,14,3228,,,,
3254.7754,310272,20909,96.0,14,3232,,,,
3400.7988,311040,20927,96.0,14,3236,,,,
3400.7988,311040,20927,96.0,14,3240,,,,
3438.292,311808,21032,96.0,14,3244,-231.20367662608624,311296,3659.7756390571594,0.0022882963659741056
3438.292,311808,21032,96.0,14,3248,,,,
3504.464,312576,21051,96.0,14,3252,,,,
3504.464,312576,21051,96.0,14,3256,,,,
3566.5537,313344,21069,96.0,14,3260,,,,
3566.5537,313344,21069,96.0,14,3264,,,,
3611.4385,314112,21174,96.0,14,3268,-230.3130598962307,313344,3745.3744847774506,0.0022882963659741056
3611.4385,314112,21174,96.0,14,3272,,,,
3612.1191,314880,21192,96.0,14,3276,,,,
3612.1191,314880,21192,96.0,14,3280,,,,
3584.7607,315648,21297,96.0,14,3284,-234.0944004356861,315392,3738.0100704431534,0.0022882963659741056
3584.7607,315648,21297,96.0,14,3288,,,,
3575.3284,316416,21316,96.0,14,3292,,,,
3575.3284,316416,21316,96.0,14,3296,,,,
3588.4133,317184,21334,96.0,14,3300,,,,
3588.4133,317184,21334,96.0,14,3304,,,,
3633.3032,317952,21439,96.0,14,3308,-228.59590239822865,317440,3545.288502216339,0.0022882963659741056
3633.3032,317952,21439,96.0,14,3312,,,,
3679.3193,318720,21457,96.0,14,3316,,,,
3679.3193,318720,21457,96.0,14,3320,,,,
3714.8545,319488,21475,96.0,14,3324,,,,
3714.8545,319488,21475,96.0,14,3328,,,,
3684.1687,320256,21580,96.0,14,3332,-257.36939077079296,319488,3474.8495725393295,0.0022882963659741056
3684.1687,320256,21580,96.0,14,3336,,,,
3647.7744,321024,21598,96.0,14,3340,,,,
3647.7744,321024,21598,96.0,14,3344,,,,
3630.285,321792,21703,96.0,14,3348,-279.36802430450916,321536,3837.6439332962036,0.0022882963659741056
3630.285,321792,21703,96.0,14,3352,,,,
3635.3608,322560,21721,96.0,14,3356,,,,
3635.3608,322560,21721,96.0,14,3360,,,,
3652.3918,323328,21740,96.0,14,3364,,,,
3652.3918,323328,21740,96.0,14,3368,,,,
3694.0266,324096,21844,96.0,14,3372,-295.53692558407784,323584,4019.18634390831,0.0022882963659741056
3694.0266,324096,21844,96.0,14,3376,,,,
3709.669,324864,21863,96.0,14,3380,,,,
3709.669,324864,21863,96.0,14,3384,,,,
3718.1597,325632,21881,96.0,14,3388,,,,
3718.1597,325632,21881,96.0,14,3392,,,,
3720.8406,326400,21985,96.0,14,3396,-307.52984261512756,325632,4048.2732766866684,0.0022882963659741056
3720.8406,326400,21985,96.0,14,3400,,,,
3710.9128,327168,22004,96.0,14,3404,,,,
3710.9128,327168,22004,96.0,14,3408,,,,
3713.3425,327936,22108,96.0,14,3412,-328.5238951444626,327680,4312.420972466469,0.0022882963659741056
3713.3425,327936,22108,96.0,14,3416,,,,
3747.3135,328704,22127,96.0,14,3420,,,,
3747.3135,328704,22127,96.0,14,3424,,,,
3807.036,329472,22146,96.0,14,3428,,,,
3807.036,329472,22146,96.0,14,3432,,,,
3898.5098,330240,22251,96.0,14,3436,-341.55956199765205,329728,4387.766979575157,0.0022882963659741056
3898.5098,330240,22251,96.0,14,3440,,,,
3954.054,331008,22269,96.0,14,3444,,,,
3954.054,331008,22269,96.0,14,3448,,,,
3985.037,331776,22288,96.0,14,3452,,,,
3985.037,331776,22288,96.0,14,3456,,,,
3915.9062,332544,22393,96.0,14,3460,-349.03267592191696,331776,4367.9573982954025,0.0022882963659741056
3915.9062,332544,22393,96.0,14,3464,,,,
3875.8928,333312,22411,96.0,14,3468,,,,
3875.8928,333312,22411,96.0,14,3472,,,,
3844.318,334080,22517,96.0,14,3476,-349.17775347828865,333824,4168.219165444374,0.0022882963659741056
3844.318,334080,22517,96.0,14,3480,,,,
3900.077,334848,22535,96.0,14,3484,,,,
3900.077,334848,22535,96.0,14,3488,,,,
3951.2815,335616,22554,96.0,14,3492,,,,
3951.2815,335616,22554,96.0,14,3496,,,,
3997.18,336384,22659,96.0,14,3500,-344.81979113817215,335872,4246.727468848228,0.0022882963659741056
3997.18,336384,22659,96.0,14,3504,,,,
4021.515,337152,22677,96.0,14,3508,,,,
4021.515,337152,22677,96.0,14,3512,,,,
4030.4707,337920,22696,96.0,14,3516,,,,
4030.4707,337920,22696,96.0,14,3520,,,,
4039.5918,338688,22800,96.0,14,3524,-344.39173325896263,337920,4602.8286155462265,0.0022882963659741056
4039.5918,338688,22800,96.0,14,3528,,,,
4041.1414,339456,22819,96.0,14,3532,,,,
4041.1414,339456,22819,96.0,14,3536,,,,
4039.0176,340224,22923,96.0,14,3540,-366.1417148411274,339968,4495.7455941438675,0.0022882963659741056
4039.0176,340224,22923,96.0,14,3544,,,,
4036.7678,340992,22941,96.0,14,3548,,,,
4036.7678,340992,22941,96.0,14,3552,,,,
4087.6304,341760,22960,96.0,14,3556,,,,
4087.6304,341760,22960,96.0,14,3560,,,,
4158.1914,342528,23064,96.0,14,3564,-388.4243784546852,342016,4501.321919322014,0.0022882963659741056
4158.1914,342528,23064,96.0,14,3568,,,,
4238.8765,343296,23083,96.0,14,3572,,,,
4238.8765,343296,23083,96.0,14,3576,,,,
4263.5386,344064,23101,96.0,14,3580,,,,
4263.5386,344064,23101,96.0,14,3584,,,,
4244.1387,344832,23206,96.0,14,3588,-398.1012001633644,344064,4575.1960879564285,0.0022882963659741056
4244.1387,344832,23206,96.0,14,3592,,,,
4231.5537,345600,23224,96.0,14,3596,,,,
4231.5537,345600,23224,96.0,14,3600,,,,
4230.5,346368,23329,96.0,14,3604,-409.33638685941696,346112,4653.310497045517,0.0022882963659741056
4230.5,346368,23329,96.0,14,3608,,,,
4259.802,347136,23348,96.0,14,3612,,,,
4259.802,347136,23348,96.0,14,3616,,,,
4264.7783,347904,23366,96.0,14,3620,,,,
4264.7783,347904,23366,96.0,14,3624,,,,
4279.726,348672,23471,96.0,14,3628,-433.303941398859,348160,4768.512720346451,0.0022882963659741056
4279.726,348672,23471,96.0,14,3632,,,,
4270.411,349440,23489,96.0,14,3636,,,,
4270.411,349440,23489,96.0,14,3640,,,,
4279.517,350208,23508,96.0,14,3644,,,,
4279.517,350208,23508,96.0,14,3648,,,,
4258.379,350976,23614,96.0,14,3652,-439.0568519830704,350208,4989.545477628708,0.0022882963659741056
4258.379,350976,23614,96.0,14,3656,,,,
4232.423,351744,23632,96.0,14,3660,,,,
4232.423,351744,23632,96.0,14,3664,,,,
4197.5405,352512,23736,96.0,14,3668,-447.72097486257553,352256,4959.087156295776,0.0022882963659741056
4197.5405,352512,23736,96.0,14,3672,,,,
4183.4097,353280,23755,96.0,14,3676,,,,
4183.4097,353280,23755,96.0,14,3680,,,,
4178.436,354048,23773,96.0,14,3684,,,,
4178.436,354048,23773,96.0,14,3688,,,,
4189.362,354816,23878,96.0,14,3692,-454.82671669125557,354304,4835.578798532486,0.0022882963659741056
4189.362,354816,23878,96.0,14,3696,,,,
4201.4736,355584,23896,96.0,14,3700,,,,
4201.4736,355584,23896,96.0,14,3704,,,,
4203.571,356352,23915,96.0,14,3708,,,,
4203.571,356352,23915,96.0,14,3712,,,,
4187.498,357120,24019,96.0,14,3716,-454.7121586203575,356352,4709.066300749779,0.0022882963659741056
4187.498,357120,24019,96.0,14,3720,,,,
4158.78,357888,24038,96.0,14,3724,,,,
4158.78,357888,24038,96.0,14,3728,,,,
4145.1636,358656,24142,96.0,14,3732,-457.2622109949589,358400,4607.521161079407,0.0022882963659741056
4145.1636,358656,24142,96.0,14,3736,,,,
4139.048,359424,24161,96.0,14,3740,,,,
4139.048,359424,24161,96.0,14,3744,,,,
4130.8623,360192,24179,96.0,14,3748,,,,
4130.8623,360192,24179,96.0,14,3752,,,,
4160.173,360960,24284,96.0,14,3756,-454.2175982892513,360448,4575.773555517197,0.0022882963659741056
4160.173,360960,24284,96.0,14,3760,,,,
4197.4985,361728,24302,96.0,14,3764,,,,
4197.4985,361728,24302,96.0,14,3768,,,,
4223.542,362496,24321,96.0,14,3772,,,,
4223.542,362496,24321,96.0,14,3776,,,,
4229.334,363264,24425,96.0,14,3780,-455.24931529164314,362496,4656.3836460113525,0.0022882963659741056
4229.334,363264,24425,96.0,14,3784,,,,
4226.396,364032,24443,96.0,14,3788,,,,
4226.396,364032,24443,96.0,14,3792,,,,
4222.7134,364800,24548,96.0,14,3796,-456.75468730926514,364544,4604.709811806679,0.0022882963659741056
4222.7134,364800,24548,96.0,14,3800,,,,
4230.57,365568,24566,96.0,14,3804,,,,
4230.57,365568,24566,96.0,14,3808,,,,
4245.483,366336,24585,96.0,14,3812,,,,
4245.483,366336,24585,96.0,14,3816,,,,
