time/time_elapsed,time/fps,time/total_timesteps,time/iterations,train/approx_kl,train/value_loss,train/explained_variance,train/n_updates,train/clip_range,train/loss,train/policy_gradient_loss,train/std,train/clip_fraction,train/entropy_loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean
75,32,2432,38,343.29657,1866.7158294677733,0.279491126537323,185,0.2,493.15167236328125,0.341744976490736,0.1601209044456482,0.95,4.57449791431427,0.0013647642264479798,96.0,-280.68445
77,32,2496,39,118.50746,327.35000772476195,-0.18218064308166504,190,0.2,15.131509780883789,0.3010636897757649,0.1609192043542862,0.934375,4.530911803245544,0.0013647642264479798,96.0,-280.68445
79,32,2560,40,1051.6027,44.53410267829895,-0.30212652683258057,195,0.2,6.771646499633789,0.3187307551503181,0.16312110424041748,0.95,4.439525818824768,0.0013647642264479798,96.0,-280.68445
81,32,2624,41,420.33545,170.48024768829345,0.33739280700683594,200,0.2,12.930370330810547,0.27206369265913966,0.16567866504192352,0.95,4.264062666893006,0.0013647642264479798,96.0,-280.68445
83,32,2688,42,210.5054,188.0259811401367,-0.32751357555389404,205,0.2,14.09082317352295,0.312336159683764,0.16772879660129547,0.95,4.115393829345703,0.0013647642264479798,96.0,-280.68445
85,32,2752,43,709.06616,17.586727237701417,-0.3217954635620117,210,0.2,5.758089065551758,0.3133236289024353,0.17281176149845123,0.95,3.935663414001465,0.0013647642264479798,96.0,-280.68445
87,32,2816,44,579.32635,88.67944927215576,0.7006921768188477,215,0.2,10.167913436889648,0.3041133049875498,0.17737704515457153,0.95,3.5658209562301635,0.0013647642264479798,96.0,-280.68445
89,32,2880,45,199.87753,407.9381671905518,0.5029772520065308,220,0.2,49.75685501098633,0.304438304156065,0.17972949147224426,0.946875,3.3524581670761107,0.0013647642264479798,96.0,-280.68445
91,32,2944,46,274.27386,78.31368832588196,0.2798554301261902,225,0.2,6.134998321533203,0.26118825003504753,0.18218374252319336,0.95,3.234112000465393,0.0013647642264479798,96.0,-280.68445
92,32,3008,47,374.4365,477.4252233505249,-0.7372674942016602,230,0.2,17.441375732421875,0.33388770148158076,0.18467463552951813,0.94375,3.059680533409119,0.0013647642264479798,96.0,-280.68445
94,32,3072,48,595.607,556.5580373764038,-0.18840241432189941,235,0.2,21.51405143737793,0.3773646326735616,0.18618112802505493,0.928125,2.944588613510132,0.0013647642264479798,96.0,-215.2962
96,32,3136,49,196.61092,374.8082311630249,-77.73199462890625,240,0.2,12.586421966552734,0.3222950652241707,0.18729782104492188,0.946875,2.874106705188751,0.0013647642264479798,96.0,-215.2962
98,32,3200,50,675.7118,1898.5821533203125,0.6226780414581299,245,0.2,444.7890930175781,0.4346144342795014,0.18814514577388763,0.94375,2.8107043743133544,0.0013647642264479798,96.0,-215.2962
