time/episodes,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_len_mean,train/critic_loss,train/actor_loss,train/learning_rate,train/ent_coef,train/n_updates
316,-160.50142,30720,781,39,96.0,136.02972412109375,2.7978787422180176,0.0016174122696161997,0.009999999776482582,232
320,-160.50142,30720,781,39,96.0,,,,,
324,-158.48419,31488,800,39,96.0,140.51275634765625,2.1430795192718506,0.0016174122696161997,0.009999999776482582,238
328,-158.48419,31488,800,39,96.0,,,,,
332,-134.63286,32256,820,39,96.0,121.88130187988281,0.6796764731407166,0.0016174122696161997,0.009999999776482582,244
336,-134.63286,32256,820,39,96.0,,,,,
340,-107.453415,33024,839,39,96.0,129.47311401367188,4.972975730895996,0.0016174122696161997,0.009999999776482582,250
344,-107.453415,33024,839,39,96.0,,,,,
348,-115.77121,33792,858,39,96.0,104.43489074707031,4.101200580596924,0.0016174122696161997,0.009999999776482582,256
352,-115.77121,33792,858,39,96.0,,,,,
356,-129.73604,34560,878,39,96.0,124.4969711303711,0.8808695673942566,0.0016174122696161997,0.009999999776482582,262
360,-129.73604,34560,878,39,96.0,,,,,
364,-143.2964,35328,897,39,96.0,110.7386474609375,1.5581178665161133,0.0016174122696161997,0.009999999776482582,268
368,-143.2964,35328,897,39,96.0,,,,,
372,-177.13583,36096,917,39,96.0,114.89273071289062,1.5281734466552734,0.0016174122696161997,0.009999999776482582,274
376,-177.13583,36096,917,39,96.0,,,,,
380,-170.47313,36864,936,39,96.0,105.28361511230469,2.918886184692383,0.0016174122696161997,0.009999999776482582,280
384,-170.47313,36864,936,39,96.0,,,,,
388,-106.330315,37632,956,39,96.0,114.94949340820312,1.0495586395263672,0.0016174122696161997,0.009999999776482582,286
392,-106.330315,37632,956,39,96.0,,,,,
396,40.101597,38400,975,39,96.0,118.7703857421875,2.976651668548584,0.0016174122696161997,0.009999999776482582,292
400,40.101597,38400,975,39,96.0,,,,,
404,223.36377,39168,994,39,96.0,103.12481689453125,-1.9451884031295776,0.0016174122696161997,0.009999999776482582,298
408,223.36377,39168,994,39,96.0,,,,,
412,310.50714,39936,1014,39,96.0,113.63339233398438,-1.3047703504562378,0.0016174122696161997,0.009999999776482582,304
416,310.50714,39936,1014,39,96.0,,,,,
420,297.57175,40704,1033,39,96.0,109.60408020019531,-0.9001363515853882,0.0016174122696161997,0.009999999776482582,310
424,297.57175,40704,1033,39,96.0,,,,,
428,273.314,41472,1053,39,96.0,126.08675384521484,-3.8088510036468506,0.0016174122696161997,0.009999999776482582,316
432,273.314,41472,1053,39,96.0,,,,,
436,251.02464,42240,1072,39,96.0,127.81027221679688,-5.223047256469727,0.0016174122696161997,0.009999999776482582,322
440,251.02464,42240,1072,39,96.0,,,,,
444,189.01753,43008,1092,39,96.0,129.76434326171875,-6.8705244064331055,0.0016174122696161997,0.009999999776482582,328
448,189.01753,43008,1092,39,96.0,,,,,
452,125.23908,43776,1111,39,96.0,111.94306945800781,-7.763327598571777,0.0016174122696161997,0.009999999776482582,334
456,125.23908,43776,1111,39,96.0,,,,,
460,91.26124,44544,1131,39,96.0,105.8610610961914,-11.100785255432129,0.0016174122696161997,0.009999999776482582,340
464,91.26124,44544,1131,39,96.0,,,,,
468,64.61181,45312,1150,39,96.0,134.1515655517578,-10.195062637329102,0.0016174122696161997,0.009999999776482582,346
472,64.61181,45312,1150,39,96.0,,,,,
476,49.05688,46080,1170,39,96.0,129.6722869873047,-9.794212341308594,0.0016174122696161997,0.009999999776482582,352
480,49.05688,46080,1170,39,96.0,,,,,
484,14.007774,46848,1189,39,96.0,130.19305419921875,-13.173734664916992,0.0016174122696161997,0.009999999776482582,358
488,14.007774,46848,1189,39,96.0,,,,,
492,-46.10161,47616,1208,39,96.0,128.0747528076172,-13.164118766784668,0.0016174122696161997,0.009999999776482582,364
496,-46.10161,47616,1208,39,96.0,,,,,
500,-140.52554,48384,1228,39,96.0,158.4441375732422,-9.713493347167969,0.0016174122696161997,0.009999999776482582,370
504,-140.52554,48384,1228,39,96.0,,,,,
508,-200.60797,49152,1247,39,96.0,129.3219757080078,-11.506882667541504,0.0016174122696161997,0.009999999776482582,376
512,-200.60797,49152,1247,39,96.0,,,,,
516,-247.20148,49920,1267,39,96.0,138.95877075195312,-16.85232162475586,0.0016174122696161997,0.009999999776482582,382
520,-247.20148,49920,1267,39,96.0,,,,,
524,-305.05618,50688,1286,39,96.0,112.00830078125,-14.839810371398926,0.0016174122696161997,0.009999999776482582,388
528,-305.05618,50688,1286,39,96.0,,,,,
532,-343.83438,51456,1306,39,96.0,122.25076293945312,-15.996389389038086,0.0016174122696161997,0.009999999776482582,394
536,-343.83438,51456,1306,39,96.0,,,,,
540,-378.4502,52224,1325,39,96.0,108.87059020996094,-12.668910026550293,0.0016174122696161997,0.009999999776482582,400
544,-378.4502,52224,1325,39,96.0,,,,,
548,-417.02625,52992,1345,39,96.0,114.94735717773438,-15.376615524291992,0.0016174122696161997,0.009999999776482582,406
552,-417.02625,52992,1345,39,96.0,,,,,
556,-447.52606,53760,1364,39,96.0,139.34495544433594,-15.70043659210205,0.0016174122696161997,0.009999999776482582,412
560,-447.52606,53760,1364,39,96.0,,,,,
564,-491.27823,54528,1384,39,96.0,144.237548828125,-12.472895622253418,0.0016174122696161997,0.009999999776482582,418
568,-491.27823,54528,1384,39,96.0,,,,,
572,-573.27856,55296,1403,39,96.0,103.56969451904297,-13.724706649780273,0.0016174122696161997,0.009999999776482582,424
576,-573.27856,55296,1403,39,96.0,,,,,
580,-694.6208,56064,1423,39,96.0,95.02255249023438,-17.73471450805664,0.0016174122696161997,0.009999999776482582,430
584,-694.6208,56064,1423,39,96.0,,,,,
588,-777.5753,56832,1442,39,96.0,123.75763702392578,-14.200984001159668,0.0016174122696161997,0.009999999776482582,436
592,-777.5753,56832,1442,39,96.0,,,,,
596,-824.85944,57600,1462,39,96.0,120.21524047851562,-16.987943649291992,0.0016174122696161997,0.009999999776482582,442
600,-824.85944,57600,1462,39,96.0,,,,,
604,-888.0143,58368,1481,39,96.0,156.66119384765625,-14.085712432861328,0.0016174122696161997,0.009999999776482582,448
608,-888.0143,58368,1481,39,96.0,,,,,
612,-926.79803,59136,1501,39,96.0,134.91122436523438,-12.276664733886719,0.0016174122696161997,0.009999999776482582,454
616,-926.79803,59136,1501,39,96.0,,,,,
620,-966.50336,59904,1520,39,96.0,142.20620727539062,-13.18603801727295,0.0016174122696161997,0.009999999776482582,460
624,-966.50336,59904,1520,39,96.0,,,,,
628,-1020.90656,60672,1539,39,96.0,106.27131652832031,-16.19984245300293,0.0016174122696161997,0.009999999776482582,466
632,-1020.90656,60672,1539,39,96.0,,,,,
636,-1106.0712,61440,1559,39,96.0,142.9769287109375,-18.341087341308594,0.0016174122696161997,0.009999999776482582,472
640,-1106.0712,61440,1559,39,96.0,,,,,
644,-1158.4485,62208,1578,39,96.0,148.0980987548828,-17.74783706665039,0.0016174122696161997,0.009999999776482582,478
648,-1158.4485,62208,1578,39,96.0,,,,,
652,-1157.8406,62976,1598,39,96.0,133.14691162109375,-17.770666122436523,0.0016174122696161997,0.009999999776482582,484
656,-1157.8406,62976,1598,39,96.0,,,,,
660,-1159.6373,63744,1617,39,96.0,134.0732421875,-13.91051197052002,0.0016174122696161997,0.009999999776482582,490
664,-1159.6373,63744,1617,39,96.0,,,,,
668,-1187.4984,64512,1637,39,96.0,101.48696899414062,-20.03594207763672,0.0016174122696161997,0.009999999776482582,496
672,-1187.4984,64512,1637,39,96.0,,,,,
676,-1145.1051,65280,1656,39,96.0,144.85133361816406,-19.109813690185547,0.0016174122696161997,0.009999999776482582,502
680,-1145.1051,65280,1656,39,96.0,,,,,
684,-1087.3519,66048,1676,39,96.0,153.727294921875,-16.964027404785156,0.0016174122696161997,0.009999999776482582,508
688,-1087.3519,66048,1676,39,96.0,,,,,
692,-1043.7229,66816,1695,39,96.0,118.08357238769531,-17.666732788085938,0.0016174122696161997,0.009999999776482582,514
696,-1043.7229,66816,1695,39,96.0,,,,,
700,-1019.7543,67584,1715,39,96.0,148.60235595703125,-19.516807556152344,0.0016174122696161997,0.009999999776482582,520
704,-1019.7543,67584,1715,39,96.0,,,,,
708,-1048.1005,68352,1734,39,96.0,108.43360900878906,-17.21728515625,0.0016174122696161997,0.009999999776482582,526
712,-1048.1005,68352,1734,39,96.0,,,,,
716,-1038.0632,69120,1754,39,96.0,135.24960327148438,-24.157669067382812,0.0016174122696161997,0.009999999776482582,532
720,-1038.0632,69120,1754,39,96.0,,,,,
724,-1035.9574,69888,1773,39,96.0,102.74661254882812,-21.05974578857422,0.0016174122696161997,0.009999999776482582,538
728,-1035.9574,69888,1773,39,96.0,,,,,
732,-1004.8523,70656,1793,39,96.0,156.2047576904297,-20.722862243652344,0.0016174122696161997,0.009999999776482582,544
736,-1004.8523,70656,1793,39,96.0,,,,,
740,-952.19275,71424,1812,39,96.0,157.9103240966797,-18.859004974365234,0.0016174122696161997,0.009999999776482582,550
744,-952.19275,71424,1812,39,96.0,,,,,
748,-931.79596,72192,1832,39,96.0,133.62350463867188,-18.22518539428711,0.0016174122696161997,0.009999999776482582,556
752,-931.79596,72192,1832,39,96.0,,,,,
756,-927.21436,72960,1852,39,96.0,108.8469467163086,-20.068172454833984,0.0016174122696161997,0.009999999776482582,562
760,-927.21436,72960,1852,39,96.0,,,,,
764,-913.20874,73728,1871,39,96.0,116.64898681640625,-17.663372039794922,0.0016174122696161997,0.009999999776482582,568
768,-913.20874,73728,1871,39,96.0,,,,,
772,-888.50354,74496,1891,39,96.0,143.62838745117188,-19.51252555847168,0.0016174122696161997,0.009999999776482582,574
776,-888.50354,74496,1891,39,96.0,,,,,
780,-887.87366,75264,1910,39,96.0,146.6339874267578,-13.548059463500977,0.0016174122696161997,0.009999999776482582,580
784,-887.87366,75264,1910,39,96.0,,,,,
788,-869.35565,76032,1930,39,96.0,146.621337890625,-13.572020530700684,0.0016174122696161997,0.009999999776482582,586
792,-869.35565,76032,1930,39,96.0,,,,,
796,-836.5949,76800,1949,39,96.0,197.14788818359375,-13.483920097351074,0.0016174122696161997,0.009999999776482582,592
800,-836.5949,76800,1949,39,96.0,,,,,
804,-813.31415,77568,1969,39,96.0,111.00590515136719,-18.13256072998047,0.0016174122696161997,0.009999999776482582,598
808,-813.31415,77568,1969,39,96.0,,,,,
812,-773.7312,78336,1988,39,96.0,121.66458129882812,-14.692401885986328,0.0016174122696161997,0.009999999776482582,604
816,-773.7312,78336,1988,39,96.0,,,,,
820,-770.64197,79104,2008,39,96.0,135.95704650878906,-17.32131004333496,0.0016174122696161997,0.009999999776482582,610
824,-770.64197,79104,2008,39,96.0,,,,,
828,-734.22577,79872,2027,39,96.0,227.18035888671875,-16.48625373840332,0.0016174122696161997,0.009999999776482582,616
832,-734.22577,79872,2027,39,96.0,,,,,
836,-662.8449,80640,2047,39,96.0,132.2869873046875,-17.284021377563477,0.0016174122696161997,0.009999999776482582,622
840,-662.8449,80640,2047,39,96.0,,,,,
844,-611.5848,81408,2067,39,96.0,159.76406860351562,-9.578784942626953,0.0016174122696161997,0.009999999776482582,628
848,-611.5848,81408,2067,39,96.0,,,,,
852,-555.9733,82176,2086,39,96.0,229.87350463867188,-17.987632751464844,0.0016174122696161997,0.009999999776482582,634
856,-555.9733,82176,2086,39,96.0,,,,,
860,-493.30417,82944,2106,39,96.0,114.41151428222656,-19.617027282714844,0.0016174122696161997,0.009999999776482582,640
864,-493.30417,82944,2106,39,96.0,,,,,
868,-452.1959,83712,2125,39,96.0,167.4130096435547,-18.09132957458496,0.0016174122696161997,0.009999999776482582,646
872,-452.1959,83712,2125,39,96.0,,,,,
876,-407.52914,84480,2145,39,96.0,119.1640853881836,-17.185501098632812,0.0016174122696161997,0.009999999776482582,652
880,-407.52914,84480,2145,39,96.0,,,,,
884,-370.1449,85248,2164,39,96.0,154.41299438476562,-8.576386451721191,0.0016174122696161997,0.009999999776482582,658
888,-370.1449,85248,2164,39,96.0,,,,,
892,-360.16187,86016,2184,39,96.0,164.38792419433594,-9.171948432922363,0.0016174122696161997,0.009999999776482582,664
896,-360.16187,86016,2184,39,96.0,,,,,
900,-337.1251,86784,2203,39,96.0,134.84835815429688,-12.583074569702148,0.0016174122696161997,0.009999999776482582,670
904,-337.1251,86784,2203,39,96.0,,,,,
908,-288.97815,87552,2223,39,96.0,334.54833984375,-7.565624237060547,0.0016174122696161997,0.009999999776482582,676
912,-288.97815,87552,2223,39,96.0,,,,,
916,-243.39984,88320,2242,39,96.0,154.4326629638672,-16.361234664916992,0.0016174122696161997,0.009999999776482582,682
920,-243.39984,88320,2242,39,96.0,,,,,
924,-228.66512,89088,2262,39,96.0,114.89591979980469,-8.386775970458984,0.0016174122696161997,0.009999999776482582,688
928,-228.66512,89088,2262,39,96.0,,,,,
932,-227.6587,89856,2282,39,96.0,158.86880493164062,-13.50632095336914,0.0016174122696161997,0.009999999776482582,694
936,-227.6587,89856,2282,39,96.0,,,,,
940,-244.57266,90624,2301,39,96.0,147.07318115234375,-6.967561721801758,0.0016174122696161997,0.009999999776482582,700
944,-244.57266,90624,2301,39,96.0,,,,,
948,-218.12053,91392,2320,39,96.0,165.1854705810547,-9.618313789367676,0.0016174122696161997,0.009999999776482582,706
952,-218.12053,91392,2320,39,96.0,,,,,
956,-216.35747,92160,2340,39,96.0,267.98297119140625,-5.291789531707764,0.0016174122696161997,0.009999999776482582,712
960,-216.35747,92160,2340,39,96.0,,,,,
964,-219.9003,92928,2360,39,96.0,248.40658569335938,-5.5214033126831055,0.0016174122696161997,0.009999999776482582,718
968,-219.9003,92928,2360,39,96.0,,,,,
972,-182.97083,93696,2380,39,96.0,228.69155883789062,-4.490734100341797,0.0016174122696161997,0.009999999776482582,724
976,-182.97083,93696,2380,39,96.0,,,,,
980,-100.259094,94464,2399,39,96.0,188.31747436523438,-1.464398980140686,0.0016174122696161997,0.009999999776482582,730
984,-100.259094,94464,2399,39,96.0,,,,,
988,34.681602,95232,2419,39,96.0,202.452392578125,-2.9784066677093506,0.0016174122696161997,0.009999999776482582,736
992,34.681602,95232,2419,39,96.0,,,,,
996,179.94864,96000,2438,39,96.0,357.614013671875,1.158568024635315,0.0016174122696161997,0.009999999776482582,742
1000,179.94864,96000,2438,39,96.0,,,,,
1004,336.77512,96768,2458,39,96.0,224.5899658203125,-5.632619380950928,0.0016174122696161997,0.009999999776482582,748
1008,336.77512,96768,2458,39,96.0,,,,,
1012,440.9365,97536,2477,39,96.0,180.92721557617188,-5.397859573364258,0.0016174122696161997,0.009999999776482582,754
1016,440.9365,97536,2477,39,96.0,,,,,
1020,592.60266,98304,2497,39,96.0,210.47232055664062,-6.82899284362793,0.0016174122696161997,0.009999999776482582,760
1024,592.60266,98304,2497,39,96.0,,,,,
1028,708.16565,99072,2516,39,96.0,117.32018280029297,-7.859405994415283,0.0016174122696161997,0.009999999776482582,766
1032,708.16565,99072,2516,39,96.0,,,,,
1036,824.512,99840,2536,39,96.0,303.5599365234375,-9.817232131958008,0.0016174122696161997,0.009999999776482582,772
1040,824.512,99840,2536,39,96.0,,,,,
1044,940.2026,100608,2555,39,96.0,151.40362548828125,-13.7251615524292,0.0016174122696161997,0.009999999776482582,778
1048,940.2026,100608,2555,39,96.0,,,,,
1052,1053.6593,101376,2574,39,96.0,294.10552978515625,-8.045809745788574,0.0016174122696161997,0.009999999776482582,784
1056,1053.6593,101376,2574,39,96.0,,,,,
1060,1174.7313,102144,2594,39,96.0,162.43458557128906,-10.32458209991455,0.0016174122696161997,0.009999999776482582,790
1064,1174.7313,102144,2594,39,96.0,,,,,
1068,1284.3597,102912,2614,39,96.0,233.11380004882812,-10.768219947814941,0.0016174122696161997,0.009999999776482582,796
1072,1284.3597,102912,2614,39,96.0,,,,,
1076,1371.169,103680,2633,39,96.0,202.93820190429688,-18.949129104614258,0.0016174122696161997,0.009999999776482582,802
1080,1371.169,103680,2633,39,96.0,,,,,
1084,1393.0719,104448,2653,39,96.0,153.84939575195312,-19.93294906616211,0.0016174122696161997,0.009999999776482582,808
1088,1393.0719,104448,2653,39,96.0,,,,,
1092,1396.0061,105216,2672,39,96.0,213.268310546875,-22.964794158935547,0.0016174122696161997,0.009999999776482582,814
1096,1396.0061,105216,2672,39,96.0,,,,,
1100,1365.6285,105984,2692,39,96.0,161.78262329101562,-20.388662338256836,0.0016174122696161997,0.009999999776482582,820
1104,1365.6285,105984,2692,39,96.0,,,,,
1108,1359.9048,106752,2711,39,96.0,102.89411163330078,-24.69696807861328,0.0016174122696161997,0.009999999776482582,826
1112,1359.9048,106752,2711,39,96.0,,,,,
1116,1381.6144,107520,2731,39,96.0,211.77908325195312,-28.515668869018555,0.0016174122696161997,0.009999999776482582,832
1120,1381.6144,107520,2731,39,96.0,,,,,
1124,1398.5188,108288,2750,39,96.0,132.8199462890625,-31.88223648071289,0.0016174122696161997,0.009999999776482582,838
1128,1398.5188,108288,2750,39,96.0,,,,,
1132,1424.6561,109056,2770,39,96.0,124.86585235595703,-31.481765747070312,0.0016174122696161997,0.009999999776482582,844
1136,1424.6561,109056,2770,39,96.0,,,,,
1140,1446.1486,109824,2789,39,96.0,176.8753204345703,-32.360694885253906,0.0016174122696161997,0.009999999776482582,850
1144,1446.1486,109824,2789,39,96.0,,,,,
1148,1415.6587,110592,2809,39,96.0,132.56143188476562,-35.188323974609375,0.0016174122696161997,0.009999999776482582,856
1152,1415.6587,110592,2809,39,96.0,,,,,
1156,1381.1729,111360,2828,39,96.0,112.75897979736328,-33.316383361816406,0.0016174122696161997,0.009999999776482582,862
1160,1381.1729,111360,2828,39,96.0,,,,,
1164,1377.7311,112128,2848,39,96.0,131.90869140625,-36.99321746826172,0.0016174122696161997,0.009999999776482582,868
1168,1377.7311,112128,2848,39,96.0,,,,,
1172,1361.99,112896,2867,39,96.0,147.73358154296875,-42.92310333251953,0.0016174122696161997,0.009999999776482582,874
1176,1361.99,112896,2867,39,96.0,,,,,
1180,1324.3214,113664,2887,39,96.0,112.46993255615234,-41.34083557128906,0.0016174122696161997,0.009999999776482582,880
1184,1324.3214,113664,2887,39,96.0,,,,,
1188,1272.1421,114432,2906,39,96.0,152.39404296875,-41.038238525390625,0.0016174122696161997,0.009999999776482582,886
1192,1272.1421,114432,2906,39,96.0,,,,,
1196,1224.2361,115200,2926,39,96.0,128.96917724609375,-38.10322952270508,0.0016174122696161997,0.009999999776482582,892
1200,1224.2361,115200,2926,39,96.0,,,,,
1204,1159.5541,115968,2945,39,96.0,146.11282348632812,-26.923315048217773,0.0016174122696161997,0.009999999776482582,898
1208,1159.5541,115968,2945,39,96.0,,,,,
1212,1128.6874,116736,2965,39,96.0,114.7159423828125,-29.434141159057617,0.0016174122696161997,0.009999999776482582,904
1216,1128.6874,116736,2965,39,96.0,,,,,
1220,1098.7133,117504,2984,39,96.0,110.23892974853516,-26.33275604248047,0.0016174122696161997,0.009999999776482582,910
1224,1098.7133,117504,2984,39,96.0,,,,,
1228,1078.4617,118272,3004,39,96.0,115.55978393554688,-28.243253707885742,0.0016174122696161997,0.009999999776482582,916
1232,1078.4617,118272,3004,39,96.0,,,,,
1236,1069.287,119040,3023,39,96.0,101.4437255859375,-28.65164566040039,0.0016174122696161997,0.009999999776482582,922
1240,1069.287,119040,3023,39,96.0,,,,,
1244,1085.2471,119808,3043,39,96.0,123.23260498046875,-24.496164321899414,0.0016174122696161997,0.009999999776482582,928
1248,1085.2471,119808,3043,39,96.0,,,,,
1252,1107.0875,120576,3062,39,96.0,117.01935577392578,-28.275434494018555,0.0016174122696161997,0.009999999776482582,934
1256,1107.0875,120576,3062,39,96.0,,,,,
1260,1130.0957,121344,3082,39,96.0,122.43142700195312,-28.03557586669922,0.0016174122696161997,0.009999999776482582,940
1264,1130.0957,121344,3082,39,96.0,,,,,
1268,1160.4725,122112,3101,39,96.0,128.7091064453125,-28.76448631286621,0.0016174122696161997,0.009999999776482582,946
1272,1160.4725,122112,3101,39,96.0,,,,,
1276,1223.0198,122880,3120,39,96.0,124.55305480957031,-28.918092727661133,0.0016174122696161997,0.009999999776482582,952
1280,1223.0198,122880,3120,39,96.0,,,,,
1284,1272.3499,123648,3140,39,96.0,137.629150390625,-27.54242706298828,0.0016174122696161997,0.009999999776482582,958
1288,1272.3499,123648,3140,39,96.0,,,,,
1292,1305.2175,124416,3159,39,96.0,118.47126770019531,-26.169010162353516,0.0016174122696161997,0.009999999776482582,964
1296,1305.2175,124416,3159,39,96.0,,,,,
1300,1347.5356,125184,3179,39,96.0,137.2443084716797,-27.819721221923828,0.0016174122696161997,0.009999999776482582,970
1304,1347.5356,125184,3179,39,96.0,,,,,
1308,1397.3303,125952,3198,39,96.0,116.54196166992188,-24.853952407836914,0.0016174122696161997,0.009999999776482582,976
1312,1397.3303,125952,3198,39,96.0,,,,,
1316,1419.8622,126720,3218,39,96.0,135.42735290527344,-23.162822723388672,0.0016174122696161997,0.009999999776482582,982
1320,1419.8622,126720,3218,39,96.0,,,,,
1324,1433.6193,127488,3238,39,96.0,142.0679168701172,-25.181842803955078,0.0016174122696161997,0.009999999776482582,988
1328,1433.6193,127488,3238,39,96.0,,,,,
1332,1431.2844,128256,3258,39,96.0,144.87059020996094,-30.656452178955078,0.0016174122696161997,0.009999999776482582,994
