time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/entropy_loss,train/approx_kl,train/n_updates,train/explained_variance,train/learning_rate,train/value_loss,train/clip_fraction,train/std,train/clip_range,train/policy_gradient_loss,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
22,33,1408,41,-14.824658012390136,0.006956421,105,0.25036340951919556,0.0010553559311956718,629.115380859375,0.125,0.9312760829925537,0.1,-0.022334438934922218,502.7940979003906,96.0,-545.46747
23,35,1472,41,-14.822672843933105,0.00629445,110,0.17705869674682617,0.0010553559311956718,570.9798950195312,0.13125,0.9311161041259766,0.1,-0.024386576563119888,462.2677917480469,96.0,-545.46747
24,37,1536,41,-14.821772384643555,0.007002635,115,-0.07771074771881104,0.0010553559311956718,617.3077514648437,0.146875,0.9310801029205322,0.1,-0.025220110639929773,496.0738830566406,96.0,-545.9354
25,38,1600,41,-14.821034240722657,0.009257919,120,0.04033005237579346,0.0010553559311956718,483.1089782714844,0.18125,0.9309019446372986,0.1,-0.02784512108191848,385.8446960449219,96.0,-545.9354
26,40,1664,41,-14.817505264282227,0.0030356478,125,0.0007290244102478027,0.0010553559311956718,3296.438232421875,0.05,0.9305612444877625,0.1,-0.011403257586061954,2694.0908203125,96.0,-545.9354
27,41,1728,41,-14.811636352539063,0.0055701295,130,0.03276139497756958,0.0010553559311956718,699.812548828125,0.103125,0.929719865322113,0.1,-0.021644478663802147,564.5189819335938,96.0,-545.9354
28,43,1792,41,-14.80256175994873,0.0032893717,135,-0.08722782135009766,0.0010553559311956718,597.6643432617187,0.05,0.9294161200523376,0.1,-0.016919170506298542,452.1683654785156,96.0,-545.9354
29,44,1856,41,-14.801158332824707,0.008500385,140,0.316383957862854,0.0010553559311956718,522.548046875,0.175,0.9293546676635742,0.1,-0.0283126175403595,404.9774475097656,96.0,-545.9354
30,46,1920,41,-14.798970603942871,0.01019315,145,0.20579493045806885,0.0010553559311956718,520.4923461914062,0.15625,0.9288812875747681,0.1,-0.0287084449082613,401.50762939453125,96.0,-545.9354
31,47,1984,41,-14.79318447113037,0.0058509903,150,0.3408065438270569,0.0010553559311956718,537.5009887695312,0.1125,0.9283454418182373,0.1,-0.02345220111310482,432.35235595703125,96.0,-545.9354
32,49,2048,41,-14.785107612609863,0.0057986323,155,0.49908900260925293,0.0010553559311956718,521.4938171386718,0.1125,0.9274773001670837,0.1,-0.027615541964769362,418.3226013183594,96.0,-545.9354
33,51,2112,41,-14.774850273132325,0.004358693,160,0.16602987051010132,0.0010553559311956718,644.2414428710938,0.09375,0.9267465472221375,0.1,-0.019209249317646025,513.12939453125,96.0,-545.9354
34,52,2176,41,-14.76750602722168,0.00553626,165,0.17534226179122925,0.0010553559311956718,624.2826904296875,0.109375,0.9262380003929138,0.1,-0.024178732186555862,488.4921569824219,96.0,-545.9354
35,54,2240,41,-14.762928199768066,0.01004001,170,0.304686963558197,0.0010553559311956718,635.3807739257812,0.1875,0.926164448261261,0.1,-0.030086322128772734,492.3592224121094,96.0,-545.9354
36,55,2304,41,-14.762131118774414,0.0071025053,175,0.40972900390625,0.0010553559311956718,585.08984375,0.140625,0.9260484576225281,0.1,-0.01884293332695961,448.1159362792969,96.0,-549.93646
37,57,2368,41,-14.761430931091308,0.0075918613,180,-0.21890521049499512,0.0010553559311956718,493.4608520507812,0.159375,0.9262292981147766,0.1,-0.026613003481179474,390.71417236328125,96.0,-549.93646
38,59,2432,41,-14.764605712890624,0.014505162,185,0.002909243106842041,0.0010553559311956718,3072.7716796875,0.271875,0.926547646522522,0.1,-0.01890559569001198,2512.0537109375,96.0,-549.93646
39,60,2496,40,-14.76858139038086,0.0081384005,190,-0.06300854682922363,0.0010553559311956718,792.6355590820312,0.15,0.9269495606422424,0.1,-0.02217362653464079,644.4506225585938,96.0,-549.93646
40,62,2560,40,-14.774158096313476,0.0041152686,195,0.17254692316055298,0.0010553559311956718,699.5660522460937,0.059375,0.9276176691055298,0.1,-0.020474405586719514,552.4962768554688,96.0,-549.93646
41,64,2624,40,-14.78363037109375,0.008836763,200,0.37793153524398804,0.0010553559311956718,400.297900390625,0.15,0.9286235570907593,0.1,-0.027330905199050903,313.1949157714844,96.0,-549.93646
42,65,2688,40,-14.792937850952148,0.005578097,205,0.2596404552459717,0.0010553559311956718,471.47349243164064,0.109375,0.9289537072181702,0.1,-0.02320818156003952,375.0682373046875,96.0,-549.93646
43,67,2752,40,-14.796420097351074,0.012641536,210,0.2117520570755005,0.0010553559311956718,543.6470458984375,0.171875,0.9295604228973389,0.1,-0.03296827077865601,430.6828308105469,96.0,-549.93646
44,69,2816,40,-14.804705810546874,0.007623963,215,-0.3224155902862549,0.0010553559311956718,563.5047607421875,0.15,0.9303693175315857,0.1,-0.021152733452618123,445.9733581542969,96.0,-549.93646
45,70,2880,40,-14.816229438781738,0.0057535656,220,0.3978957533836365,0.0010553559311956718,425.4698120117188,0.1,0.9316774606704712,0.1,-0.0195436742156744,329.49188232421875,96.0,-549.93646
46,72,2944,40,-14.831962585449219,0.00936403,225,0.5994128584861755,0.0010553559311956718,582.735595703125,0.146875,0.9328210949897766,0.1,-0.02428862825036049,457.7821044921875,96.0,-549.93646
47,73,3008,40,-14.843079948425293,0.0054344833,230,-0.3220024108886719,0.0010553559311956718,621.1262084960938,0.121875,0.9335956573486328,0.1,-0.023085137829184532,482.8920593261719,96.0,-549.93646
48,75,3072,40,-14.853022575378418,0.011087203,235,0.03806018829345703,0.0010553559311956718,483.0976501464844,0.2125,0.9345884323120117,0.1,-0.0324079155921936,389.0316162109375,96.0,-539.0678
49,77,3136,40,-14.865676307678223,0.01535341,240,0.03362858295440674,0.0010553559311956718,236.85172119140626,0.215625,0.9358612298965454,0.1,-0.030896028876304625,189.1300048828125,96.0,-539.0678
50,78,3200,40,-14.878776741027831,0.007473912,245,0.012449681758880615,0.0010553559311956718,3004.416748046875,0.15625,0.9366888403892517,0.1,-0.015437537059187888,2454.363525390625,96.0,-539.0678
51,80,3264,40,-14.886537742614745,0.010311916,250,-0.1528933048248291,0.0010553559311956718,835.2583251953125,0.171875,0.9372074604034424,0.1,-0.024787513166666032,681.0855712890625,96.0,-539.0678
52,81,3328,40,-14.892037963867187,0.0022177165,255,-1.022806167602539,0.0010553559311956718,770.3561157226562,0.040625,0.937734842300415,0.1,-0.01421410944312811,593.3114013671875,96.0,-539.0678
53,83,3392,40,-14.896363830566406,0.0053482456,260,0.4560968279838562,0.0010553559311956718,414.88740234375,0.096875,0.9376973509788513,0.1,-0.027396569028496742,311.4778137207031,96.0,-539.0678
54,85,3456,40,-14.89488868713379,0.004648365,265,-0.5813264846801758,0.0010553559311956718,641.6701538085938,0.084375,0.9376512765884399,0.1,-0.015250425040721893,487.23614501953125,96.0,-539.0678
55,86,3520,40,-14.896407890319825,0.007889734,270,-0.19619381427764893,0.0010553559311956718,545.970751953125,0.1375,0.9379941821098328,0.1,-0.026770004630088808,431.4720764160156,96.0,-539.0678
56,88,3584,40,-14.901828193664551,0.011016361,275,-0.05190253257751465,0.0010553559311956718,490.9087890625,0.19375,0.9386844038963318,0.1,-0.029308367520570755,396.5870056152344,96.0,-539.0678
57,89,3648,40,-14.911271476745606,0.022379044,280,0.05851238965988159,0.0010553559311956718,527.2577392578125,0.265625,0.9396335482597351,0.1,-0.02306421846151352,426.0400085449219,96.0,-539.0678
58,91,3712,40,-14.921480941772462,0.007936956,285,0.055683434009552,0.0010553559311956718,569.2275634765625,0.165625,0.940355658531189,0.1,-0.01928931176662445,457.18255615234375,96.0,-539.0678
59,93,3776,40,-14.92789306640625,0.0076559717,290,-0.04400038719177246,0.0010553559311956718,596.38154296875,0.153125,0.9405409097671509,0.1,-0.02591182217001915,481.4359436035156,96.0,-539.0678
60,94,3840,40,-14.92972927093506,0.011071963,295,0.015058934688568115,0.0010553559311956718,600.3830200195313,0.16875,0.9408079385757446,0.1,-0.02598532345145941,485.6422119140625,96.0,-539.2904
61,96,3904,40,-14.933088302612305,0.01606201,300,0.010635614395141602,0.0010553559311956718,318.3607604980469,0.303125,0.9410899877548218,0.1,-0.03183923773467541,257.1185302734375,96.0,-539.2904
62,98,3968,40,-14.935994529724121,0.0094097145,305,0.04336506128311157,0.0010553559311956718,2928.024267578125,0.2,0.9413504004478455,0.1,-0.013351005129516124,2387.9677734375,96.0,-539.2904
63,99,4032,40,-14.937663650512695,0.0034099082,310,0.23825347423553467,0.0010553559311956718,581.5135375976563,0.075,0.941441535949707,0.1,-0.01219799816608429,394.1463317871094,96.0,-539.2904
64,101,4096,40,-14.9386381149292,0.0018496979,315,0.1534002423286438,0.0010553559311956718,541.368994140625,0.034375,0.9416221976280212,0.1,-0.008509941026568412,368.9203186035156,96.0,-539.2904
65,102,4160,40,-14.940671348571778,0.004418459,320,-0.5107929706573486,0.0010553559311956718,348.6992248535156,0.08125,0.9417470693588257,0.1,-0.01701924651861191,246.94522094726562,96.0,-539.2904
66,104,4224,40,-14.941950798034668,0.008567909,325,-0.0620570182800293,0.0010553559311956718,369.2217041015625,0.15625,0.9419235587120056,0.1,-0.02973044328391552,298.994873046875,96.0,-539.2904
67,106,4288,40,-14.94444465637207,0.012014434,330,-0.067893385887146,0.0010553559311956718,309.8085144042969,0.2625,0.9422473907470703,0.1,-0.028833988308906554,247.61715698242188,96.0,-539.2904
68,107,4352,40,-14.949490356445313,0.01406466,335,-0.10210168361663818,0.0010553559311956718,271.9375915527344,0.21875,0.9426496028900146,0.1,-0.02981961639598012,217.916748046875,96.0,-539.2904
69,109,4416,40,-14.954422950744629,0.016323453,340,0.01040714979171753,0.0010553559311956718,290.6667419433594,0.28125,0.9432907700538635,0.1,-0.035517745465040204,233.40213012695312,96.0,-539.2904
70,111,4480,40,-14.96315860748291,0.025403362,345,-0.053458452224731445,0.0010553559311956718,393.5527587890625,0.271875,0.944025993347168,0.1,-0.032537849992513655,315.6194152832031,96.0,-539.2904
71,112,4544,40,-14.969041442871093,0.021313488,350,-0.007212281227111816,0.0010553559311956718,429.7492736816406,0.2375,0.9441837072372437,0.1,-0.018941953592002393,346.567626953125,96.0,-539.2904
72,114,4608,40,-14.969736099243164,0.009948737,355,-0.01576387882232666,0.0010553559311956718,456.65825805664065,0.196875,0.9441079497337341,0.1,-0.025654608756303786,368.0065612792969,96.0,-518.1064
73,115,4672,40,-14.97036304473877,0.035339702,360,-0.003942012786865234,0.0010553559311956718,219.84947814941407,0.4375,0.9445126056671143,0.1,-0.04601641669869423,178.57293701171875,96.0,-518.1064
74,117,4736,40,-14.976786422729493,0.009261335,365,0.22122198343276978,0.0010553559311956718,2339.148681640625,0.1875,0.9451778531074524,0.1,-0.01474523413926363,1875.90869140625,96.0,-518.1064
75,119,4800,40,-14.984016227722169,0.0017785365,370,-1.6496284008026123,0.0010553559311956718,588.900927734375,0.025,0.9457401633262634,0.1,-0.003898989595472813,358.2961730957031,96.0,-518.1064
76,120,4864,40,-14.990153884887695,0.0022578053,375,-0.22733259201049805,0.0010553559311956718,430.9907592773437,0.034375,0.9462158679962158,0.1,-0.01810938846319914,337.17950439453125,96.0,-518.1064
77,122,4928,40,-14.995489120483398,0.006653025,380,-0.08816742897033691,0.0010553559311956718,390.5072814941406,0.128125,0.9466821551322937,0.1,-0.028891176730394364,313.5461730957031,96.0,-518.1064
78,124,4992,40,-15.000779724121093,0.005343071,385,0.027994096279144287,0.0010553559311956718,407.7596374511719,0.121875,0.9470105767250061,0.1,-0.02100156620144844,326.36322021484375,96.0,-518.1064
79,125,5056,40,-15.0012788772583,0.008232634,390,-0.004073739051818848,0.0010553559311956718,432.1575073242187,0.1375,0.9465875029563904,0.1,-0.024001239240169524,349.1227722167969,96.0,-518.1064
80,127,5120,40,-14.994440460205078,0.007489167,395,-0.010207414627075195,0.0010553559311956718,412.291796875,0.13125,0.945861279964447,0.1,-0.02512847613543272,331.9998779296875,96.0,-518.1064
81,128,5184,40,-14.986758422851562,0.00634259,400,0.03125953674316406,0.0010553559311956718,558.3087524414062,0.13125,0.9453703165054321,0.1,-0.01709285005927086,448.41387939453125,96.0,-518.1064
82,130,5248,40,-14.981605339050294,0.0042263158,405,0.01382666826248169,0.0010553559311956718,462.55165405273436,0.08125,0.944815993309021,0.1,-0.018718150164932012,365.15594482421875,96.0,-518.1064
83,132,5312,40,-14.974458694458008,0.0048943385,410,0.0047255754470825195,0.0010553559311956718,593.1956665039063,0.1,0.9443208575248718,0.1,-0.02176158279180527,478.60009765625,96.0,-518.1064
84,133,5376,40,-14.967802619934082,0.0054110736,415,0.019846677780151367,0.0010553559311956718,493.21865234375,0.1125,0.9433658719062805,0.1,-0.02245013304054737,397.9437561035156,96.0,-517.6652
85,135,5440,40,-14.954475593566894,0.02787668,420,0.006226480007171631,0.0010553559311956718,346.2240905761719,0.315625,0.9421624541282654,0.1,-0.045811194181442264,281.05328369140625,96.0,-517.6652
86,136,5504,40,-14.940214347839355,0.016949177,425,0.6646918654441833,0.0010553559311956718,1189.89521484375,0.315625,0.9409404993057251,0.1,-0.01721115466207266,968.8286743164062,96.0,-517.6652
87,138,5568,40,-14.927365684509278,0.007721778,430,0.17001545429229736,0.0010553559311956718,369.5346740722656,0.16875,0.9401386380195618,0.1,-0.02450857199728489,287.0483703613281,96.0,-517.6652
88,140,5632,40,-14.919485664367675,0.00682724,435,-0.3081265687942505,0.0010553559311956718,330.971826171875,0.128125,0.9398295879364014,0.1,-0.026889850571751594,254.35569763183594,96.0,-517.6652
89,141,5696,40,-14.917825508117676,0.012509406,440,-0.004433155059814453,0.0010553559311956718,365.91513671875,0.171875,0.9398875832557678,0.1,-0.028867637738585472,296.01910400390625,96.0,-517.6652
90,143,5760,40,-14.919422149658203,0.010750998,445,-0.004512429237365723,0.0010553559311956718,482.31935424804686,0.1875,0.9401736855506897,0.1,-0.03153486531227827,390.51544189453125,96.0,-517.6652
91,144,5824,40,-14.921499633789063,0.009645823,450,-0.0008126497268676758,0.0010553559311956718,448.3454895019531,0.146875,0.939884603023529,0.1,-0.029022709280252457,362.3335876464844,96.0,-517.6652
92,146,5888,40,-14.915931129455567,0.008311124,455,-0.01020824909210205,0.0010553559311956718,421.50623779296876,0.15625,0.939363420009613,0.1,-0.0264475978910923,340.306884765625,96.0,-517.6652
93,148,5952,40,-14.91295223236084,0.014908636,460,-0.0006098747253417969,0.0010553559311956718,442.17373046875,0.240625,0.9394756555557251,0.1,-0.0369280818849802,357.0159912109375,96.0,-517.6652
94,149,6016,40,-14.915533638000488,0.008288988,465,-0.0018918514251708984,0.0010553559311956718,427.15528564453126,0.153125,0.9396555423736572,0.1,-0.02564734108746052,344.81890869140625,96.0,-517.6652
95,151,6080,40,-14.917684745788574,0.012411606,470,-0.009790301322937012,0.0010553559311956718,488.75950317382814,0.190625,0.940011739730835,0.1,-0.028169460222125055,394.9053039550781,96.0,-517.6652
96,152,6144,40,-14.923404312133789,0.012549255,475,0.0009638071060180664,0.0010553559311956718,477.4038146972656,0.196875,0.9405761361122131,0.1,-0.0302567508071661,385.26263427734375,96.0,-513.8484
97,154,6208,40,-14.92641544342041,0.041565154,480,-0.0024957656860351562,0.0010553559311956718,289.2640747070312,0.46875,0.9406034350395203,0.1,-0.04702766016125679,235.74632263183594,96.0,-513.8484
98,155,6272,40,-14.928344535827637,0.011881348,485,0.6859501004219055,0.0010553559311956718,1082.1204345703125,0.225,0.9406831860542297,0.1,-0.015761309862136842,860.938720703125,96.0,-513.8484
99,157,6336,40,-14.925736427307129,0.015630253,490,-0.0021588802337646484,0.0010553559311956718,480.9406311035156,0.253125,0.9401102662086487,0.1,-0.030024876818060875,389.07403564453125,96.0,-513.8484
100,158,6400,40,-14.920137405395508,0.017897105,495,-0.06237685680389404,0.0010553559311956718,243.71347351074218,0.246875,0.9400482773780823,0.1,-0.0278117086738348,190.04647827148438,96.0,-513.8484
101,160,6464,40,-14.921481895446778,0.012102124,500,-0.0030215978622436523,0.0010553559311956718,389.1712951660156,0.228125,0.9403064846992493,0.1,-0.029060086235404015,314.3197021484375,96.0,-513.8484
102,161,6528,40,-14.922619247436524,0.014601157,505,0.006477773189544678,0.0010553559311956718,393.9752624511719,0.240625,0.9400773644447327,0.1,-0.02340166047215462,317.42889404296875,96.0,-513.8484
103,163,6592,40,-14.917721366882324,0.011435181,510,0.012014687061309814,0.0010553559311956718,312.1488952636719,0.209375,0.9395273327827454,0.1,-0.026292821764945982,250.54502868652344,96.0,-513.8484
104,164,6656,40,-14.908718299865722,0.017866742,515,-0.0002446174621582031,0.0010553559311956718,396.3346740722656,0.290625,0.9384624361991882,0.1,-0.03284522518515587,320.1746826171875,96.0,-513.8484
105,166,6720,40,-14.897498512268067,0.014890011,520,-0.009058117866516113,0.0010553559311956718,330.6853515625,0.3,0.9378417730331421,0.1,-0.029224811494350432,266.52203369140625,96.0,-513.8484
106,167,6784,40,-14.892693519592285,0.028637335,525,-0.0018360614776611328,0.0010553559311956718,412.6562805175781,0.284375,0.9377986788749695,0.1,-0.02710479497909546,333.31378173828125,96.0,-513.8484
107,169,6848,40,-14.892805290222167,0.015597045,530,-0.0062406063079833984,0.0010553559311956718,321.1667236328125,0.21875,0.9378673434257507,0.1,-0.029055050853639842,258.6701354980469,96.0,-513.8484
108,171,6912,40,-14.893352890014649,0.021359505,535,-0.018834710121154785,0.0010553559311956718,370.3746765136719,0.259375,0.938014805316925,0.1,-0.02236473672091961,298.5401916503906,96.0,-505.36536
109,172,6976,40,-14.916738510131836,0.50338215,540,-0.0008535385131835938,0.0010553559311956718,295.5313781738281,0.7,0.9430862665176392,0.1,-0.04374554753303528,242.0618133544922,96.0,-505.36536
110,173,7040,40,-14.973158264160157,0.07175582,545,0.7375482618808746,0.0010553559311956718,884.6048706054687,0.471875,0.9470363259315491,0.1,0.02461598441004753,701.1070556640625,96.0,-505.36536
111,175,7104,40,-15.010797119140625,0.016239557,550,0.009868919849395752,0.0010553559311956718,469.5425659179688,0.275,0.9494590163230896,0.1,0.0023222923278808593,380.43939208984375,96.0,-505.36536
112,177,7168,40,-15.032169914245605,0.012391934,555,-0.024349689483642578,0.0010553559311956718,343.93670654296875,0.2125,0.9505698680877686,0.1,-0.010736791696399451,274.7068176269531,96.0,-505.36536
113,178,7232,40,-15.040932655334473,0.004960074,560,-0.04658174514770508,0.0010553559311956718,376.8426574707031,0.115625,0.9510021805763245,0.1,-0.006379640474915504,295.7088928222656,96.0,-505.36536
114,180,7296,40,-15.04419231414795,0.004498819,565,0.013895928859710693,0.0010553559311956718,469.5875183105469,0.08125,0.951144814491272,0.1,-0.02332899421453476,380.1744689941406,96.0,-505.36536
115,181,7360,40,-15.044936752319336,0.0047839433,570,0.13586676120758057,0.0010553559311956718,353.90350341796875,0.0875,0.9511525630950928,0.1,-0.014702045544981956,282.82861328125,96.0,-505.36536
116,183,7424,40,-15.044912338256836,0.0020218026,575,0.14924544095993042,0.0010553559311956718,405.3990966796875,0.025,0.951162576675415,0.1,-0.009715951234102248,320.23040771484375,96.0,-505.36536
117,184,7488,40,-15.044235992431641,0.004201877,580,0.04378789663314819,0.0010553559311956718,433.1934753417969,0.0875,0.9510020613670349,0.1,-0.01801024079322815,348.4872131347656,96.0,-505.36536
118,186,7552,40,-15.042366027832031,0.015394291,585,0.01239025592803955,0.0010553559311956718,292.4887268066406,0.234375,0.950918972492218,0.1,-0.027773389592766762,234.9859161376953,96.0,-505.36536
119,187,7616,40,-15.041025924682618,0.008974347,590,0.0012319684028625488,0.0010553559311956718,344.1888000488281,0.19375,0.9506723284721375,0.1,-0.024102855287492276,277.5580749511719,96.0,-505.36536
120,189,7680,40,-15.038533401489257,0.0073657148,595,-0.0012036561965942383,0.0010553559311956718,344.41676025390626,0.16875,0.9505422115325928,0.1,-0.01877727173268795,277.79931640625,96.0,-500.49326
121,190,7744,40,-15.038734245300294,0.023412006,600,-0.0014083385467529297,0.0010553559311956718,299.7982177734375,0.31875,0.9506903290748596,0.1,-0.03277188315987587,246.24099731445312,96.0,-500.49326
122,192,7808,40,-15.040077590942383,0.004229962,605,0.6599121987819672,0.0010553559311956718,1180.9031005859374,0.084375,0.9506962299346924,0.1,-0.01078222580254078,877.7791748046875,96.0,-500.49326
123,193,7872,40,-15.04024715423584,0.0050182035,610,-0.07409465312957764,0.0010553559311956718,482.37462158203124,0.09375,0.9506466388702393,0.1,-0.01753419041633606,388.9508972167969,96.0,-500.49326
124,195,7936,40,-15.039438438415527,0.0059559075,615,0.006153225898742676,0.0010553559311956718,249.70379028320312,0.13125,0.9505096077919006,0.1,-0.02136264890432358,202.0557861328125,96.0,-500.49326
125,196,8000,40,-15.03825511932373,0.0075938012,620,0.00982367992401123,0.0010553559311956718,405.1444458007812,0.128125,0.9504478573799133,0.1,-0.017907054722309114,325.78057861328125,96.0,-500.49326
126,198,8064,40,-15.037148666381835,0.0062716585,625,0.01795673370361328,0.0010553559311956718,463.9131286621094,0.128125,0.9502395987510681,0.1,-0.020754631236195566,375.3212890625,96.0,-500.49326
127,199,8128,40,-15.035289192199707,0.0053978786,630,0.0036593079566955566,0.0010553559311956718,371.715771484375,0.084375,0.9502677321434021,0.1,-0.01725975498557091,299.791015625,96.0,-500.49326
128,201,8192,40,-15.037413215637207,0.0062555233,635,-0.007875919342041016,0.0010553559311956718,342.9677429199219,0.115625,0.9506644606590271,0.1,-0.01827334277331829,276.09307861328125,96.0,-500.49326
129,202,8256,40,-15.042668914794922,0.011180813,640,-0.003249526023864746,0.0010553559311956718,425.5328125,0.140625,0.9510955810546875,0.1,-0.024260420352220535,343.5124816894531,96.0,-500.49326
130,204,8320,40,-15.048407363891602,0.007435886,645,-0.00019061565399169922,0.0010553559311956718,316.44727783203126,0.14375,0.9517473578453064,0.1,-0.021015533804893495,254.14418029785156,96.0,-500.49326
131,206,8384,40,-15.056425666809082,0.004787701,650,0.002283632755279541,0.0010553559311956718,449.1494079589844,0.09375,0.9523401260375977,0.1,-0.018607897311449052,362.2454528808594,96.0,-500.49326
132,207,8448,40,-15.061163139343261,0.0077660503,655,0.002865433692932129,0.0010553559311956718,322.55913696289065,0.159375,0.9523956775665283,0.1,-0.0232816144824028,259.82598876953125,96.0,-496.65353
133,209,8512,40,-15.059840965270997,0.037918855,660,-1.3113021850585938e-05,0.0010553559311956718,349.63654174804685,0.403125,0.9521664977073669,0.1,-0.04005010258406401,287.1357727050781,96.0,-496.65353
134,210,8576,40,-15.057264709472657,0.0026994273,665,0.7773971557617188,0.0010553559311956718,757.4885131835938,0.065625,0.9520490169525146,0.1,-0.006508292257785797,573.8646850585938,96.0,-496.65353
135,212,8640,40,-15.056584358215332,0.007324308,670,-0.0022482872009277344,0.0010553559311956718,479.5161376953125,0.13125,0.9521448016166687,0.1,-0.02376113347709179,390.7367248535156,96.0,-496.65353
136,213,8704,40,-15.057649612426758,0.008878211,675,-0.001099705696105957,0.0010553559311956718,306.7690490722656,0.175,0.9521958827972412,0.1,-0.020382847264409067,248.6732635498047,96.0,-496.65353
137,215,8768,40,-15.057899665832519,0.013738876,680,-0.00853431224822998,0.0010553559311956718,352.44525146484375,0.221875,0.9522410035133362,0.1,-0.023336002230644227,285.0667419433594,96.0,-496.65353
138,216,8832,40,-15.058950233459473,0.0058937855,685,0.024760007858276367,0.0010553559311956718,401.5008178710938,0.109375,0.952389657497406,0.1,-0.016210593283176422,324.84954833984375,96.0,-496.65353
139,218,8896,40,-15.059551429748534,0.011148603,690,0.006595492362976074,0.0010553559311956718,355.3516418457031,0.21875,0.9522385001182556,0.1,-0.025790618360042573,286.63623046875,96.0,-496.65353
