time/time_elapsed,time/fps,time/total_timesteps,time/iterations,train/approx_kl,train/value_loss,train/explained_variance,train/n_updates,train/clip_range,train/loss,train/policy_gradient_loss,train/std,train/clip_fraction,train/entropy_loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean
1,36,64,1,,,,,,,,,,,,,
3,35,128,2,76.35004,3820.5510314941407,0.0006732940673828125,5,0.2,1333.3387451171875,0.265076807141304,0.11779309064149857,0.9375,7.946317410469055,0.0013647642264479798,,
5,35,192,3,73.33879,879.358918762207,-0.06685197353363037,10,0.2,212.3727264404297,0.2777042280882597,0.11822661757469177,0.93125,7.901297760009766,0.0013647642264479798,,
7,36,256,4,271.80573,720.4390228271484,0.35561490058898926,15,0.2,237.499755859375,0.3308941837400198,0.1187264695763588,0.95,7.855431580543518,0.0013647642264479798,,
8,36,320,5,342.02008,1117.3643493652344,0.06862527132034302,20,0.2,261.5248718261719,0.31533959340304135,0.11907071620225906,0.95,7.816584920883178,0.0013647642264479798,,
10,36,384,6,588.55927,1174.1235076904297,0.17216956615447998,25,0.2,338.6615905761719,0.33742289133369924,0.1194363534450531,0.94375,7.784166836738587,0.0013647642264479798,,
12,36,448,7,167.26828,1092.6656066894532,-1.276296854019165,30,0.2,350.2206115722656,0.28339625597000123,0.11978492885828018,0.94375,7.751425337791443,0.0013647642264479798,,
13,37,512,8,659.43195,957.0531173706055,0.6503265798091888,35,0.2,239.42446899414062,0.2896547853946686,0.12018914520740509,0.95,7.7182210922241214,0.0013647642264479798,,
15,37,576,9,728.2416,698.7727111816406,0.5628250539302826,40,0.2,119.41210174560547,0.2754720728844404,0.12061087787151337,0.95,7.6819925785064695,0.0013647642264479798,,
17,37,640,10,688.4296,700.7582626342773,0.4582078456878662,45,0.2,150.62060546875,0.3178507326170802,0.1210285946726799,0.95,7.643908238410949,0.0013647642264479798,,
18,37,704,11,82.11412,558.531855392456,0.36847203969955444,50,0.2,48.67546844482422,0.24707639515399932,0.12155968695878983,0.95,7.599751138687134,0.0013647642264479798,,
20,37,768,12,484.239,3040.8356994628907,-3.476846694946289,55,0.2,162.116455078125,0.3472748653963208,0.12201771140098572,0.95,7.552428436279297,0.0013647642264479798,96.0,-714.8933
22,37,832,13,1279.5339,686.3057220458984,0.007328808307647705,60,0.2,177.94691467285156,0.32037307508289814,0.12302854657173157,0.95,7.494946551322937,0.0013647642264479798,96.0,-714.8933
23,37,896,14,386.3034,255.90879859924317,0.8062208145856857,65,0.2,80.09992980957031,0.3034864280372858,0.12413845211267471,0.95,7.392103862762451,0.0013647642264479798,96.0,-714.8933
25,37,960,15,18.554337,1826.8145690917968,-1.2361795902252197,70,0.2,84.05243682861328,0.26390037573874,0.12470433861017227,0.940625,7.317541909217835,0.0013647642264479798,96.0,-714.8933
27,37,1024,16,599.09216,1766.8016910552979,-2.8597686290740967,75,0.2,36.32910919189453,0.3185880172997713,0.1250646561384201,0.94375,7.2794571161270145,0.0013647642264479798,96.0,-714.8933
28,37,1088,17,3707.2554,14.514148783683776,0.4589734673500061,80,0.2,4.49972677230835,0.28477276526391504,0.1299077719449997,0.95,7.11830849647522,0.0013647642264479798,96.0,-714.8933
30,37,1152,18,424.14865,97.94228668212891,0.3423904776573181,85,0.2,12.127814292907715,0.31703180745244025,0.13354097306728363,0.95,6.684362053871155,0.0013647642264479798,96.0,-714.8933
32,37,1216,19,1632.9517,673.9533416748047,0.3499196767807007,90,0.2,113.35433197021484,0.3363417936488986,0.1349976360797882,0.95,6.477199220657349,0.0013647642264479798,96.0,-714.8933
34,37,1280,20,1641.9805,82.26722831726075,-0.37386655807495117,95,0.2,17.983844757080078,0.3159135565161705,0.13709884881973267,0.95,6.374676918983459,0.0013647642264479798,96.0,-714.8933
35,37,1344,21,888.9708,139.36233615875244,0.11956030130386353,100,0.2,14.654823303222656,0.31927686259150506,0.13977979123592377,0.95,6.141625642776489,0.0013647642264479798,96.0,-714.8933
37,37,1408,22,1099.9801,1354.5311477661132,-0.054570555686950684,105,0.2,328.78411865234375,0.32039214223623275,0.14102499186992645,0.95,5.985418534278869,0.0013647642264479798,96.0,-714.8933
39,37,1472,23,664.01526,1067.0619903564452,-0.014616250991821289,110,0.2,166.61900329589844,0.30799943320453166,0.14146365225315094,0.95,5.929865217208862,0.0013647642264479798,96.0,-714.8933
40,37,1536,24,264.64417,3799.0555786132813,-0.010347962379455566,115,0.2,1194.6561279296875,0.31708247065544126,0.14176711440086365,0.95,5.899877500534058,0.0013647642264479798,96.0,-491.64197
42,37,1600,25,2419.5369,1842.2682800292969,0.00016176700592041016,120,0.2,696.9667358398438,0.3184768568724394,0.14387065172195435,0.95,5.841183853149414,0.0013647642264479798,96.0,-491.64197
44,37,1664,26,239.93842,3589.7068359375,0.007612287998199463,125,0.2,1269.27001953125,0.31660850774496796,0.14526613056659698,0.94375,5.663930940628052,0.0013647642264479798,96.0,-491.64197
