time/time_elapsed,time/fps,time/total_timesteps,time/iterations,train/approx_kl,train/value_loss,train/explained_variance,train/n_updates,train/clip_range,train/loss,train/policy_gradient_loss,train/std,train/clip_fraction,train/entropy_loss,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean
1,42,64,1,,,,,,,,,,,,,
3,40,128,2,69.00946,3727.0518127441405,-0.0003771781921386719,5,0.2,797.2633666992188,0.1427952941507101,0.11757533252239227,0.921875,7.9579040765762326,0.0013647642264479798,,
4,40,192,3,60.521812,942.4214050292969,-0.20586180686950684,10,0.2,229.4111328125,0.29603142458945514,0.1180967316031456,0.925,7.917813229560852,0.0013647642264479798,,
6,39,256,4,476.23074,608.6279602050781,-0.0017964839935302734,15,0.2,268.8447570800781,0.49652387741953136,0.11878062039613724,0.946875,7.856623530387878,0.0013647642264479798,,
8,39,320,5,366.28015,287.7381980895996,0.007173120975494385,20,0.2,115.8787841796875,0.2954381354153156,0.11942973732948303,0.95,7.799036693572998,0.0013647642264479798,,
9,39,384,6,134.23636,374.21752700805666,0.6074644327163696,25,0.2,91.42957305908203,0.2784967735409737,0.12018037587404251,0.95,7.734277701377868,0.0013647642264479798,,
11,39,448,7,131.34456,398.30388793945315,-0.5740885734558105,30,0.2,81.48346710205078,0.27465556375682354,0.12088841944932938,0.940625,7.666710591316223,0.0013647642264479798,,
13,39,512,8,120.591644,430.2006996154785,0.35050010681152344,35,0.2,133.17189025878906,0.2919693749397993,0.12141533195972443,0.9375,7.611309027671814,0.0013647642264479798,,
14,39,576,9,1225.6042,287.19041137695314,-10.647908210754395,40,0.2,21.451688766479492,0.36142660230398177,0.12231333553791046,0.925,7.562507104873657,0.0013647642264479798,,
16,39,640,10,390.40228,333.08860931396487,0.7401607930660248,45,0.2,134.24888610839844,0.2614038856700063,0.1239885613322258,0.95,7.419759917259216,0.0013647642264479798,,
18,39,704,11,818.1748,167.09144706726073,0.8983852341771126,50,0.2,36.688873291015625,0.29705578163266183,0.12483582645654678,0.95,7.3215535402297975,0.0013647642264479798,,
19,38,768,12,191.96895,582.533071899414,-0.43182313442230225,55,0.2,103.95207214355469,0.26651905234903095,0.12552189826965332,0.95,7.250181245803833,0.0013647642264479798,96.0,-382.61386
21,39,832,13,563.4898,422.20476455688475,0.12135833501815796,60,0.2,135.221923828125,0.30192225114442406,0.12645171582698822,0.946875,7.189292597770691,0.0013647642264479798,96.0,-382.61386
22,38,896,14,208.24449,691.5596031188965,0.6972630620002747,65,0.2,85.01506805419922,0.29885695353150366,0.12734146416187286,0.95,7.098765563964844,0.0013647642264479798,96.0,-382.61386
24,38,960,15,193.65675,515.9659591674805,-0.540739893913269,70,0.2,112.73902893066406,0.3209087295457721,0.1278654932975769,0.946875,7.043109941482544,0.0013647642264479798,96.0,-382.61386
26,38,1024,16,46.15702,568.7108627319336,0.08799439668655396,75,0.2,17.8786563873291,0.20563339162617922,0.12832793593406677,0.884375,7.000706458091736,0.0013647642264479798,96.0,-382.61386
28,38,1088,17,331.05188,2032.2491611480714,-25.39371109008789,80,0.2,71.61634063720703,0.46921885535120966,0.12875723838806152,0.94375,6.961630892753601,0.0013647642264479798,96.0,-382.61386
29,38,1152,18,1421.4802,26.818095111846922,0.8738297671079636,85,0.2,4.137073040008545,0.3111460775136948,0.1305861920118332,0.95,6.886383152008056,0.0013647642264479798,96.0,-382.61386
31,38,1216,19,989.718,161.43690123558045,-0.2846946716308594,90,0.2,8.278573989868164,0.36351218093186616,0.1323731690645218,0.95,6.71284761428833,0.0013647642264479798,96.0,-382.61386
33,38,1280,20,161.87201,600.766812133789,0.14410632848739624,95,0.2,51.3568000793457,0.3075209781527519,0.1335042268037796,0.95,6.589658164978028,0.0013647642264479798,96.0,-382.61386
34,38,1344,21,283.38312,1734.40859375,-0.0862194299697876,100,0.2,336.8756103515625,0.3029599081724882,0.13411937654018402,0.95,6.51776704788208,0.0013647642264479798,96.0,-382.61386
36,38,1408,22,767.9105,599.5776779174805,-0.06416904926300049,105,0.2,53.38950729370117,0.2720423061400652,0.13486959040164948,0.94375,6.473494672775269,0.0013647642264479798,96.0,-382.61386
38,38,1472,23,78.633095,2472.597521972656,-2.1632208824157715,110,0.2,437.756103515625,0.29757238142192366,0.13536933064460754,0.940625,6.411927676200866,0.0013647642264479798,96.0,-382.61386
39,38,1536,24,356.1334,662.945930480957,0.4038372039794922,115,0.2,167.65530395507812,0.30470598097890617,0.1360795944929123,0.95,6.373661947250366,0.0013647642264479798,96.0,-515.2266
41,38,1600,25,181.30704,1072.3516723632813,0.0027663111686706543,120,0.2,229.9874267578125,0.3103549011051655,0.1368897557258606,0.946875,6.30647337436676,0.0013647642264479798,96.0,-515.2266
43,38,1664,26,77.419205,1450.1479606628418,0.29954028129577637,125,0.2,71.25845336914062,0.21456741653382777,0.13777662813663483,0.909375,6.243546462059021,0.0013647642264479798,96.0,-515.2266
44,38,1728,27,231.547,442.6526000022888,-1.0526962280273438,130,0.2,9.13222885131836,0.2762637220323086,0.13915672898292542,0.946875,6.1609867811203,0.0013647642264479798,96.0,-515.2266
46,38,1792,28,745.7598,231.7752649307251,-0.597726583480835,135,0.2,79.43985748291016,0.2877893142402172,0.14209876954555511,0.95,5.996881341934204,0.0013647642264479798,96.0,-515.2266
48,38,1856,29,1606.0033,114.48683986663818,0.6600553691387177,140,0.2,20.9597110748291,0.2899247772991657,0.14484740793704987,0.95,5.752149057388306,0.0013647642264479798,96.0,-515.2266
49,38,1920,30,900.8916,530.4212799072266,-0.16965341567993164,145,0.2,210.74493408203125,0.33172372784465554,0.1459978222846985,0.95,5.608491539955139,0.0013647642264479798,96.0,-515.2266
51,38,1984,31,170.8497,398.7050899505615,0.1656668782234192,150,0.2,57.53871536254883,0.29234882406890395,0.14689885079860687,0.95,5.538034439086914,0.0013647642264479798,96.0,-515.2266
53,38,2048,32,862.46857,150.46491146087646,0.6626181304454803,155,0.2,24.493501663208008,0.2596795117482543,0.14846506714820862,0.95,5.462065386772156,0.0013647642264479798,96.0,-515.2266
54,38,2112,33,738.0775,283.43953666687014,0.8442164957523346,160,0.2,93.7835693359375,0.21201621256768705,0.1507323980331421,0.946875,5.309855532646179,0.0013647642264479798,96.0,-515.2266
