time/iterations,time/time_elapsed,time/total_timesteps,time/fps,train/entropy_loss,train/approx_kl,train/n_updates,train/explained_variance,train/learning_rate,train/value_loss,train/clip_fraction,train/std,train/clip_range,train/policy_gradient_loss,train/loss,rollout/ep_len_mean,rollout/ep_rew_mean
13,19,832,41,-14.893268203735351,0.008290197,60,0.11304938793182373,0.0010553559311956718,614.5407958984375,0.14375,0.9373498558998108,0.1,-0.02521655261516571,493.82421875,96.0,-542.4269
14,21,896,41,-14.896637344360352,0.008253079,65,0.00021904706954956055,0.0010553559311956718,3127.4978515625,0.203125,0.9374818801879883,0.1,-0.013619427755475044,2555.290283203125,96.0,-542.4269
15,22,960,41,-14.89948558807373,0.0103538195,70,-0.14287900924682617,0.0010553559311956718,588.8192138671875,0.196875,0.9379993081092834,0.1,-0.022529275342822074,484.603759765625,96.0,-542.4269
16,24,1024,41,-14.905380821228027,0.015288421,75,-0.23967337608337402,0.0010553559311956718,550.5213500976563,0.246875,0.9383997321128845,0.1,-0.03454299923032522,442.8576354980469,96.0,-542.4269
17,26,1088,41,-14.90890712738037,0.007091807,80,-0.15594255924224854,0.0010553559311956718,462.59886474609374,0.134375,0.938464879989624,0.1,-0.02494351863861084,365.36041259765625,96.0,-542.4269
18,27,1152,41,-14.908638000488281,0.0067885797,85,0.07515221834182739,0.0010553559311956718,573.0161254882812,0.1375,0.9384520053863525,0.1,-0.025727801397442816,457.3365173339844,96.0,-542.4269
19,29,1216,41,-14.908322525024413,0.00534744,90,-0.0713658332824707,0.0010553559311956718,578.3028076171875,0.078125,0.9383361339569092,0.1,-0.022016648948192597,461.39935302734375,96.0,-542.4269
20,30,1280,41,-14.906800651550293,0.006326071,95,0.242917001247406,0.0010553559311956718,542.8573486328125,0.11875,0.9381935000419617,0.1,-0.020621460676193238,434.17608642578125,96.0,-542.4269
21,32,1344,41,-14.904304313659669,0.008100771,100,-0.017845630645751953,0.0010553559311956718,631.1953857421875,0.14375,0.9377719759941101,0.1,-0.025643709115684032,509.3740539550781,96.0,-542.4269
22,33,1408,41,-14.899174880981445,0.011452163,105,-0.050798654556274414,0.0010553559311956718,586.3118041992187,0.2,0.9375035762786865,0.1,-0.02586715593934059,475.0713806152344,96.0,-542.4269
23,35,1472,41,-14.896478271484375,0.01866861,110,0.023724079132080078,0.0010553559311956718,592.4812377929687,0.2125,0.9371704459190369,0.1,-0.0239163588732481,479.08367919921875,96.0,-542.4269
24,36,1536,41,-14.892694282531739,0.0053520026,115,0.26337987184524536,0.0010553559311956718,539.2650512695312,0.1125,0.9369828701019287,0.1,-0.02309649419039488,433.5042419433594,96.0,-541.631
25,38,1600,41,-14.892707443237304,0.014258351,120,-0.09555947780609131,0.0010553559311956718,502.906591796875,0.221875,0.9373107552528381,0.1,-0.03334460407495499,404.4896240234375,96.0,-541.631
26,39,1664,41,-14.89714756011963,0.010127598,125,4.202127456665039e-05,0.0010553559311956718,3368.326220703125,0.196875,0.9376235604286194,0.1,-0.01807331256568432,2752.404052734375,96.0,-541.631
27,41,1728,41,-14.900173377990722,0.007510796,130,-0.9274580478668213,0.0010553559311956718,507.84471435546874,0.153125,0.9378498196601868,0.1,-0.018568870797753333,406.1160888671875,96.0,-541.631
28,42,1792,41,-14.90093822479248,0.006703088,135,0.09794074296951294,0.0010553559311956718,297.022412109375,0.125,0.937587559223175,0.1,-0.022444608435034753,229.27769470214844,96.0,-541.631
29,44,1856,41,-14.896772384643555,0.009639621,140,0.19765406847000122,0.0010553559311956718,382.14812622070315,0.196875,0.9373286962509155,0.1,-0.0274157352745533,303.2087707519531,96.0,-541.631
30,45,1920,41,-14.893914222717285,0.008443506,145,0.19185370206832886,0.0010553559311956718,556.5624389648438,0.159375,0.9369712471961975,0.1,-0.026097118109464645,449.7335205078125,96.0,-541.631
31,47,1984,41,-14.88822956085205,0.012681849,150,0.1733928918838501,0.0010553559311956718,518.0549499511719,0.21875,0.9363502860069275,0.1,-0.03362607583403587,416.7174987792969,96.0,-541.631
32,49,2048,41,-14.880379486083985,0.012433872,155,0.2960700988769531,0.0010553559311956718,484.2672424316406,0.165625,0.9357105493545532,0.1,-0.029904808849096298,390.40771484375,96.0,-541.631
33,50,2112,41,-14.873696327209473,0.004090811,160,-0.7346855401992798,0.0010553559311956718,595.0772705078125,0.08125,0.9353199005126953,0.1,-0.013581118546426296,457.699462890625,96.0,-541.631
34,52,2176,41,-14.86925163269043,0.0045827124,165,0.08605247735977173,0.0010553559311956718,463.8352966308594,0.0875,0.9349291324615479,0.1,-0.022051928192377092,376.080810546875,96.0,-541.631
35,53,2240,41,-14.864141845703125,0.003814918,170,0.5097764432430267,0.0010553559311956718,650.6213500976562,0.071875,0.9344276189804077,0.1,-0.020165690034627915,516.7750854492188,96.0,-541.631
36,55,2304,41,-14.856215858459473,0.007247513,175,0.2328956127166748,0.0010553559311956718,637.0890747070313,0.14375,0.9334945678710938,0.1,-0.024724429845809935,510.6965637207031,96.0,-524.7227
37,56,2368,41,-14.845827865600587,0.009141971,180,-0.08357644081115723,0.0010553559311956718,448.9368408203125,0.1625,0.9328976273536682,0.1,-0.026681297458708286,345.7181701660156,96.0,-524.7227
38,58,2432,41,-14.839802360534668,0.012117775,185,2.086162567138672e-05,0.0010553559311956718,3293.660546875,0.2375,0.9324646592140198,0.1,-0.018193060532212257,2693.007080078125,96.0,-524.7227
39,59,2496,41,-14.835157203674317,0.006394021,190,-0.7960218191146851,0.0010553559311956718,673.6052490234375,0.125,0.9321913123130798,0.1,-0.023522357828915118,546.6216430664062,96.0,-524.7227
40,61,2560,41,-14.835010528564453,0.007390368,195,-0.2700204849243164,0.0010553559311956718,333.77887573242185,0.128125,0.932730495929718,0.1,-0.025096948072314263,257.2557373046875,96.0,-524.7227
41,62,2624,41,-14.83963394165039,0.0027401587,200,0.4664047360420227,0.0010553559311956718,456.1063720703125,0.05,0.9325729012489319,0.1,-0.015342847630381583,351.2539978027344,96.0,-524.7227
42,64,2688,41,-14.834159660339356,0.0064604413,205,-0.2976505756378174,0.0010553559311956718,615.8513793945312,0.134375,0.9319091439247131,0.1,-0.021834149211645126,480.3766784667969,96.0,-524.7227
43,65,2752,41,-14.826809883117676,0.008045324,210,-0.008729934692382812,0.0010553559311956718,492.58452758789065,0.15,0.9313254952430725,0.1,-0.024778785929083825,397.85614013671875,96.0,-524.7227
44,67,2816,41,-14.820241928100586,0.013451998,215,0.5804044902324677,0.0010553559311956718,438.84869995117185,0.165625,0.930758535861969,0.1,-0.02910807803273201,354.40960693359375,96.0,-524.7227
45,69,2880,41,-14.815542030334473,0.009813572,220,-0.16813087463378906,0.0010553559311956718,722.9826782226562,0.2,0.9308162331581116,0.1,-0.028385045938193798,574.1956787109375,96.0,-524.7227
46,70,2944,41,-14.816870307922363,0.013013882,225,0.013114452362060547,0.0010553559311956718,545.0098266601562,0.228125,0.930812418460846,0.1,-0.0323585232719779,441.30645751953125,96.0,-524.7227
47,72,3008,41,-14.815606880187989,0.0052208696,230,-0.006648063659667969,0.0010553559311956718,604.664306640625,0.121875,0.9305689334869385,0.1,-0.01909904181957245,477.2384338378906,96.0,-524.7227
48,73,3072,41,-14.811600494384766,0.005391041,235,0.35575246810913086,0.0010553559311956718,627.8266357421875,0.115625,0.9301372766494751,0.1,-0.01848176121711731,490.3033752441406,96.0,-522.3209
